date             gm           sp
19630531       0.085923      0.014327
19630628      -0.040956     -0.020198
19630731       0.014235     -0.003460
19630830       0.066667      0.048749
19630930       0.001656     -0.011034
19631031       0.160331      0.032218
19631129      -0.078348     -0.010539
19631231      -0.003170      0.024444
19640131       0.017488      0.026926
19640228       0.008125      0.009865
19640331       0.001563      0.015167
19640430       0.054602      0.006077
19640528       0.038757      0.011452
19640630       0.012987      0.016424
19640731       0.076923      0.018240
19640831       0.021429     -0.016230
19640930       0.035202      0.028718
19641030       0.005038      0.008078
19641130      -0.028822     -0.005185
19641231       0.031621      0.003909
19650129       0.035760      0.033156
19650226      -0.016030     -0.001485
19650331       0.017677     -0.014526
19650430       0.081886      0.034239
19650528      -0.044725     -0.007743
19650630      -0.068209     -0.048632
19650730       0.019608      0.013433
19650831       0.024359      0.022522
19650930       0.059269      0.032006
19651029       0.070238      0.027345
19651130      -0.063404     -0.008764
19651231       0.004854      0.008951
19660131      -0.007246      0.004869
19660228      -0.023358     -0.017873
19660331      -0.056533     -0.021815
19660429      -0.038615      0.020509
19660531      -0.070914     -0.054140
19660630      -0.024242     -0.016138
19660729       0.003106     -0.013453
19660831      -0.086997     -0.077751
19660930       0.027444     -0.007004
19661031      -0.020033      0.047544
19661130      -0.073254      0.003117
19661230      -0.009398     -0.001492
19670131       0.140417      0.078178
19670228      -0.025291      0.001963
19670331       0.053541      0.039410
19670428       0.134426      0.042239
19670531      -0.079769     -0.052441
19670630      -0.023810      0.017512
19670731       0.102439      0.045344
19670831      -0.004720     -0.011715
19670929       0.050898      0.032785
19671031      -0.059829     -0.029056
19671130      -0.015152      0.001065
19671229       0.025000      0.026277
19680131      -0.045732     -0.043848
19680229      -0.024281     -0.031223
19680329      -0.009934      0.009400
19680430       0.086957      0.081929
19680531      -0.004923      0.011169
19680628       0.006270      0.009120
19680730      -0.020249     -0.018478
19680830       0.007631      0.011459
19680930       0.059011      0.038539
19681031       0.057229      0.007208
19681129      -0.042735      0.047964
19681231      -0.040909     -0.041617
19690131      -0.003160     -0.008184
19690228      -0.005071     -0.047374
19690328       0.054750      0.034444
19690430      -0.003053      0.021476
19690529       0.024196     -0.002218
19690630      -0.041538     -0.055577
19690731      -0.070626     -0.060178
19690829       0.013472      0.040074
19690930       0.012069     -0.025024
19691031       0.022147      0.044244
19691128      -0.033333     -0.035274
19691231      -0.026408     -0.018655
19700130      -0.074141     -0.076472
19700227       0.097266      0.052693
19700331       0.072072      0.001453
19700430      -0.067227     -0.090483
19700529      -0.052613     -0.060967
19700630      -0.042389     -0.050033
19700731       0.094567      0.073295
19700831       0.097059      0.044459
19700930      -0.022034      0.032998
19701030      -0.024263     -0.011400
19701130       0.100888      0.047447
19701231       0.050571      0.056766
19710129       0.020186      0.040477
19710226      -0.014003      0.009074
19710331       0.023401      0.036796
19710430       0.083841      0.036288
19710528      -0.057947     -0.041558
19710630      -0.045249      0.000703
19710730      -0.030016     -0.041324
19710831       0.092508      0.036095
19710930      -0.003012     -0.006968
19711029      -0.058912     -0.041794
19711130       0.012520     -0.002547
19711231       0.032051      0.086179
19720131       0.006211      0.018121
19720229      -0.012654      0.025303
19720330       0.064771      0.005912
19720428      -0.045994      0.004384
19720531      -0.042302      0.017275
19720630      -0.013180     -0.021821
19720731      -0.005008      0.002333
19720831       0.068456      0.034454
19720929      -0.001587     -0.004861
19721031      -0.049285      0.009317
19721130       0.107358      0.045617
19721229       0.000000      0.011828
19730131      -0.047766     -0.017111
19730228      -0.037540     -0.037490
19730330      -0.017007     -0.001433
19730430      -0.012111     -0.040800
19730531      -0.044483     -0.018884
19730629      -0.007463     -0.006575
19730731       0.016917      0.037982
19730831      -0.035490     -0.036685
19730928       0.040777      0.040096
19731031      -0.069030     -0.001291
19731130      -0.180762     -0.113861
19731231      -0.053846      0.016569
19740131       0.121951     -0.010046
19740228      -0.007729     -0.003624
19740329      -0.014851     -0.023280
19740430      -0.032663     -0.039051
19740531       0.056623     -0.033551
19740628      -0.027500     -0.014665
19740731      -0.154242     -0.077791
19740830      -0.003647     -0.090279
19740930      -0.112150     -0.119335
19741031      -0.056140      0.163047
19741129      -0.067658     -0.053180
19741231       0.008197     -0.020151
19750131       0.252033      0.122812
19750228       0.028571      0.059886
19750331       0.054487      0.021694
19750430       0.045593      0.047265
19750530       0.037209      0.044101
19750630       0.107955      0.044323
19750731       0.053846     -0.067654
19750829      -0.029684     -0.021070
19750930       0.015228     -0.034645
19751031       0.107500      0.061643
19751128       0.037923      0.024708
19751231       0.013187     -0.011508
19760130       0.104121      0.118306
19760227       0.044794     -0.011402
19760331       0.064516      0.030689
19760430       0.012478     -0.010995
19760528      -0.017958     -0.014364
19760630      -0.001821      0.040926
19760730      -0.003650     -0.008055
19760831       0.006960     -0.005124
19760930       0.081031      0.022641
19761029       0.006814     -0.022235
19761130       0.006768     -0.007775
19761231       0.099825      0.052498
19770131      -0.049363     -0.050530
19770228      -0.040536     -0.021660
19770331      -0.056537     -0.014025
19770429       0.024345      0.000203
19770531       0.001463     -0.023568
19770630       0.041276      0.045360
19770729      -0.018018     -0.016222
19770831       0.006972     -0.021042
19770930       0.042435     -0.002480
19771031      -0.047788     -0.043406
19771130      -0.000000      0.026966
19771230      -0.017578      0.002847
19780131      -0.073559     -0.061514
19780228       0.019313     -0.024762
19780331       0.053533      0.024931
19780428       0.065041      0.085416
19780531      -0.045802      0.004234
19780630      -0.026639     -0.017585
19780731       0.050526      0.053910
19780831       0.014028      0.025924
19780929       0.014056     -0.007261
19781031      -0.073267     -0.091574
19781130      -0.012821      0.016640
19781229      -0.027149      0.014889
19790131       0.048837      0.039746
19790228      -0.031042     -0.036526
19790330       0.060606      0.055152
19790430       0.026374      0.001673
19790531       0.017559     -0.026336
19790629       0.028139      0.038656
19790731      -0.025263      0.008746
19790831       0.054428      0.053078
19790928       0.043841      0.000000
19791031      -0.116000     -0.068606
19791130      -0.056561      0.042624
19791231      -0.012346      0.016767
19800131       0.097500      0.057625
19800229      -0.056492     -0.004380
19800331      -0.088889     -0.101795
19800430      -0.013550      0.041140
19800530      -0.003297      0.046571
19800630       0.039106      0.026969
19800731       0.126344      0.065039
19800829       0.032936      0.005835
19800930      -0.014019      0.025168
19801031      -0.068720      0.016021
19801128      -0.084478      0.102377
19801231       0.014085     -0.033874
19810130       0.022222     -0.045742
19810227       0.102717      0.013277
19810331       0.054863      0.036033
19810430       0.021277     -0.023456
19810529       0.041204     -0.001657
19810630      -0.047191     -0.010408
19810731      -0.030660     -0.002210
19810831      -0.085645     -0.062099
19810930      -0.037736     -0.053832
19811030      -0.182073      0.049148
19811130       0.030137      0.036590
19811231       0.040541     -0.030075
19820129      -0.012987     -0.017544
19820226      -0.010526     -0.060548
19820331       0.108108     -0.010167
19820430       0.018293      0.040014
19820528       0.041317     -0.039162
19820630       0.040816     -0.020290
19820730      -0.042017     -0.022991
19820831       0.145614      0.115977
19820930      -0.036176      0.007614
19821029       0.217158      0.110364
19821130       0.065639      0.036123
19821231       0.041754      0.015158
19830131       0.014028      0.033134
19830228      -0.018182      0.018995
19830331      -0.034553      0.033095
19830429       0.153684      0.074922
19830531      -0.033212     -0.012346
19830630       0.108571      0.035224
19830729       0.012027     -0.033014
19830831      -0.037691      0.011319
19830930       0.048043      0.010158
19831031       0.052632     -0.015174
19831130      -0.048387      0.017426
19831230       0.022337     -0.008834
19840131      -0.025210     -0.009216
19840229      -0.032759     -0.038859
19840330      -0.059675      0.013498
19840430       0.028846      0.005466
19840531      -0.050467     -0.059356
19840629       0.050201      0.017469
19840731       0.057361     -0.016451
19840831       0.081374      0.106332
19840928       0.049320     -0.003480
19841031       0.038898     -0.000060
19841130      -0.030774     -0.015112
19841231       0.050251      0.022374
19850131       0.060606      0.074085
19850228      -0.028571      0.008685
19850329      -0.081761     -0.002925
19850430      -0.073630     -0.004594
19850531       0.077634      0.054051
19850628       0.005236      0.012134
19850731      -0.017361     -0.004848
19850830      -0.030035     -0.011995
19850930      -0.005566     -0.034724
19851031      -0.003731      0.042509
19851129       0.069288      0.065062
19851231       0.030838      0.045061
19860131       0.051510      0.002367
19860228       0.067568      0.071489
19860331       0.109325      0.052794
19860430      -0.072464     -0.014148
19860530       0.012500      0.050229
19860630      -0.026646      0.014110
19860731      -0.122383     -0.058683
19860829       0.075229      0.071193
19860930      -0.059028     -0.085439
19861031       0.049815      0.054729
19861128       0.042179      0.021477
19861231      -0.094340     -0.028288
19870130       0.140152      0.131767
19870227       0.008306      0.036924
19870331       0.046901      0.026390
19870430       0.152000     -0.011450
19870529      -0.038889      0.006034
19870630      -0.030792      0.047915
19870731       0.075643      0.048224
19870831       0.049226      0.034959
19870930      -0.097826     -0.024166
19871030      -0.295181     -0.217630
19871130      -0.014957     -0.085349
19871231       0.088692      0.072861
19880129       0.071283      0.040432
19880229       0.117871      0.041817
19880331      -0.012111     -0.033343
19880429       0.050788      0.009425
19880531       0.018333      0.003176
19880630       0.066556      0.043256
19880729       0.000000     -0.005411
19880831      -0.074883     -0.038600
19880930       0.029160      0.039729
19881031       0.111667      0.025964
19881130       0.025487     -0.018891
19881230      -0.008902      0.014688
19890131       0.094311      0.071115
19890228      -0.049248     -0.028944
19890331      -0.027818      0.020806
19890428       0.000000      0.050090
19890531      -0.009036      0.035138
19890630       0.034056     -0.007925
19890731       0.074850      0.088370
19890831       0.108635      0.015517
19890929      -0.048469     -0.006544
19891031      -0.048257     -0.025175
19891130       0.005634      0.016541
19891229      -0.037037      0.021417
19900131      -0.014793     -0.068817
19900228       0.096096      0.008539
19900330       0.022284      0.024255
19900430      -0.035422     -0.026887
19900531       0.115819      0.091989
19900629      -0.020566     -0.008886
19900731      -0.020997     -0.005223
19900831      -0.131367     -0.094314
19900928      -0.088050     -0.051184
19901031       0.013793     -0.006698
19901130       0.013605      0.059934
19901231      -0.058219      0.024828
19910131       0.054545      0.041518
19910228       0.100690      0.067281
19910328      -0.044304      0.022203
19910430      -0.052980      0.000346
19910531       0.217483      0.038577
19910628      -0.055072     -0.047893
19910731      -0.024540      0.044859
19910830      -0.033962      0.019649
19910930      -0.016447     -0.019144
19911031      -0.060201      0.011860
19911129      -0.113167     -0.043928
19911231      -0.060976      0.111588
19920131       0.121212     -0.019900
19920228       0.170656      0.009565
19920331      -0.023333     -0.021832
19920430       0.133106      0.027893
19920529      -0.039157      0.000964
19920630       0.113480     -0.017359
19920731      -0.053977      0.039374
19920831      -0.158559     -0.023998
19920930      -0.072202      0.009106
19921030      -0.042802      0.002106
19921130       0.055285      0.030262
19921231       0.000000      0.010108
19930129       0.170543      0.007046
19930226      -0.007947      0.010484
19930331       0.010067      0.018697
19930430       0.086379     -0.025417
19930528      -0.013456      0.022717
19930630       0.109034      0.000755
19930730       0.089888     -0.005327
19930831      -0.029381      0.034432
19930930      -0.109333     -0.009988
19931029       0.140719      0.019393
19931130       0.111811     -0.012911
19931231       0.040284      0.010091
19940131       0.116173      0.032501
19940228      -0.045714     -0.030045
19940331      -0.075107     -0.045746
19940429       0.053364      0.011531
19940531      -0.049339      0.012419
19940630      -0.065116     -0.026812
19940729       0.022388      0.031467
19940831      -0.018005      0.037643
19940930      -0.067164     -0.026898
19941031      -0.157333      0.020834
19941130      -0.029747     -0.039505
19941230       0.104918      0.012299
19950131      -0.077151      0.024278
19950228       0.101608      0.036074
19950331       0.032258      0.027329
19950428       0.025568      0.027960
19950531       0.070360      0.036312
19950630      -0.023438      0.021279
19950731       0.040000      0.031776
19950831      -0.027179     -0.000320
19950929      -0.005305      0.040098
19951031      -0.066667     -0.004979
19951130       0.115429      0.041049
19951229       0.090206      0.017444
19960131      -0.004728      0.032617
19960229      -0.018527      0.006934
19960329       0.039024      0.007917
19960430       0.018779      0.013431
19960531       0.023502      0.022853
19960628      -0.049887      0.002257
19960731      -0.069212     -0.045748
19960830       0.026154      0.018814
19960930      -0.032746      0.054173
19961031       0.117188      0.026131
19961129       0.082051      0.073376
19961231      -0.032538     -0.021505
19970131       0.058296      0.061317
19970228      -0.010593      0.005928
19970331      -0.043197     -0.042614
19970430       0.045147      0.058406
19970530       0.000000      0.058577
19970630      -0.028322      0.043453
19970731       0.109865      0.078123
19970829       0.022222     -0.057446
19970930       0.066733      0.053154
19971031      -0.041083     -0.034478
19971128      -0.042843      0.044587
19971231       0.058036      0.015732
19980130      -0.046296      0.010150
19980227       0.198490      0.070449
19980331      -0.017226      0.049946
19980430      -0.005535      0.009076
19980529       0.074212     -0.018826
19980630      -0.070435      0.039438
19980731       0.082320     -0.011615
19980831      -0.189283     -0.145797
19980930      -0.055914      0.062396
19981030       0.151481      0.080294
19981130       0.113749      0.059126
19981231       0.024150      0.056375
19990129       0.254148      0.041009
19990226      -0.074513     -0.032283
19990331       0.054353      0.038794
19990430       0.023707      0.037944
19990528      -0.071253     -0.024970
19990630      -0.043478      0.054438
19990730      -0.073864     -0.032046
19990831       0.092025     -0.006254
19990930      -0.050000     -0.028552
19991029       0.119166      0.062539
19991130       0.029281      0.019062
19991231       0.009549      0.057844
20000131       0.108341     -0.050904
20000229      -0.049651     -0.020108
20000331       0.088743      0.096720
20000428       0.130566     -0.030796
20000531      -0.240320     -0.021915
20000630      -0.177876      0.023934
20000731      -0.019376     -0.016341
20000831       0.276619      0.060699
20000929      -0.099567     -0.053483
20001031      -0.044231     -0.004949
20001130      -0.195171     -0.080069
20001229       0.029040      0.004053
20010131       0.054233      0.034637
20010228       0.002235     -0.092291
20010330      -0.027569     -0.064205
20010430       0.057088      0.076814
20010531       0.047254      0.005090
20010629       0.130931     -0.025004
20010731      -0.011655     -0.010772
20010831      -0.131289     -0.064108
20010928      -0.216438     -0.081723
20011031      -0.036830      0.018099
20011130       0.214908      0.075176
20011231      -0.022133      0.007574
20020131       0.052263     -0.015574
20020228       0.045757     -0.020766
20020328       0.140997      0.036739
20020430       0.061208     -0.061418
20020531      -0.023383     -0.009081
20020628      -0.139984     -0.072465
20020731      -0.129093     -0.078995
20020830       0.038883      0.004881
20020930      -0.187213     -0.110013
20021031      -0.145244      0.086436
20021129       0.209023      0.057070
20021231      -0.071537     -0.060333
20030131      -0.014379     -0.027415
20030228      -0.056702     -0.017004
20030331      -0.004442      0.008358
20030430       0.072278      0.081044
20030530      -0.006103      0.050899
20030630       0.018964      0.011322
20030731       0.039722      0.016224
20030829       0.111408      0.017873
20030930      -0.004136     -0.011944
20031031       0.042512      0.054962
20031128       0.014296      0.007129
20031231       0.248247      0.050765
20040130      -0.069663      0.017276
20040227      -0.021337      0.012209
20040331      -0.021197     -0.016359
20040430       0.006794     -0.016791
20040528      -0.032265      0.012083
20040630       0.026438      0.017989
20040730      -0.074050     -0.034291
20040831      -0.030830      0.002287
20040930       0.028322      0.009364
20041029      -0.092514      0.014014
20041130       0.014008      0.038595
20041231       0.038093      0.032458
20050131      -0.081128     -0.025290
20050228      -0.017930      0.018903
20050331      -0.175596     -0.019118
20050429      -0.092208     -0.020109
20050531       0.200525      0.029952
20050630       0.078338     -0.000143
20050729       0.082941      0.035968
20050831      -0.057849     -0.011222
20050930      -0.104709      0.006949
20051031      -0.104868     -0.017741
20051130      -0.182482      0.035186
20051230      -0.113242     -0.000952
20060131       0.238929      0.025467
20060228      -0.145470      0.000453
20060331       0.047267      0.011065
20060428       0.075693      0.012187
20060531       0.187937     -0.030917
20060630       0.106201      0.000087
20060731       0.081907      0.005086
20060831      -0.086876      0.021274
20060929       0.139822      0.024566
20061031       0.049910      0.031508
20061130      -0.155785      0.016467
20061229       0.050975      0.012616
20070131       0.069010      0.014059
20070228      -0.021011     -0.021846
20070330      -0.039498      0.009980
20070430       0.019256      0.043291
20070531      -0.031700      0.032549
20070629       0.260420     -0.017816
20070731      -0.142857     -0.031982
20070831      -0.043519      0.012864
20070928       0.193884      0.035794
20071031       0.067847      0.014822
20071130      -0.232457     -0.044043
20071231      -0.165605     -0.008628
20080131       0.133387     -0.061163
20080229      -0.165899     -0.034761
20080331      -0.181701     -0.005960
20080430       0.217848      0.047547
20080530      -0.252155      0.010674
20080630      -0.327485     -0.085962
20080731      -0.037391     -0.009859
20080829      -0.096658      0.012191
20080930      -0.055000     -0.090791
20081031      -0.387302     -0.169425
20081128      -0.094991     -0.074849
20081231      -0.389313      0.007822
