year mom day ibm vw ew sp M T W R F
1980 4 9 0.021028 0.019665 0.010467 0.018874 0 0 1 0 0
1980 4 10 -0.006865 0.009389 0.011547 0.009407 0 0 0 1 0
1980 4 11 -0.013825 -0.000828 0.005984 -0.002786 0 0 0 0 1
1980 4 14 -0.009346 -0.009605 -0.007133 -0.009153 1 0 0 0 0
1980 4 15 -0.018868 -0.002081 -0.002334 -0.002042 0 1 0 0 0
1980 4 16 -0.016827 -0.01058 -0.004711 -0.010621 0 0 1 0 0
1980 4 17 0.002445 -0.004936 -0.006726 -0.004826 0 0 0 1 0
1980 4 18 0 -0.00336 0.000456 -0.004948 0 0 0 0 1
1980 4 21 0 -0.008349 -0.009748 -0.007459 1 0 0 0 0
1980 4 22 0.05122 0.034531 0.021173 0.036373 0 1 0 0 0
1980 4 23 -0.006961 0.004073 0.008478 0.002901 0 0 1 0 0
1980 4 24 0.004673 0.007911 0.009554 0.006459 0 0 0 1 0
1980 4 25 0.030233 0.005292 -0.001979 0.00728 0 0 0 0 1
1980 4 28 -0.015801 0.004338 0.004518 0.004564 1 0 0 0 0
1980 4 29 0.006881 0.003713 0.004687 0.002083 0 1 0 0 0
1980 4 30 0 0.003369 0.003685 0.004062 0 0 1 0 0
1980 5 1 -0.009112 -0.005907 -0.00128 -0.007809 0 0 0 1 0
1980 5 2 -0.006897 0.00193 0.002773 0.001138 0 0 0 0 1
1980 5 5 0.025463 0.008024 0.004822 0.007577 1 0 0 0 0
1980 5 6 -0.009029 0.001027 0.004347 -0.001222 0 1 0 0 0
1980 5 7 0.004556 0.008429 0.009437 0.008753 0 0 1 0 0
1980 5 8 -0.007075 -0.007125 -0.000285 -0.009797 0 0 0 1 0
1980 5 9 -0.032483 -0.011517 -0.002425 -0.013286 0 0 0 0 1
1980 5 12 0.002398 0.00025 0.000193 0.000573 1 0 0 0 0
1980 5 13 0.019139 0.012732 0.006959 0.014507 0 1 0 0 0
1980 5 14 -0.004695 0.006876 0.008126 0.005174 0 0 1 0 0
1980 5 15 -0.009434 0.001803 0.004883 0.00131 0 0 0 1 0
1980 5 16 0.009524 0.004667 0.004167 0.003365 0 0 0 0 1
1980 5 19 0.007075 0.002797 0.001985 0.002981 1 0 0 0 0
1980 5 20 -0.01171 -0.000478 0.001221 -0.000464 0 1 0 0 0
1980 5 21 0.00237 0.001355 0.001217 0.000929 0 0 1 0 0
1980 5 22 0.016548 0.01238 0.00877 0.011975 0 0 0 1 0
1980 5 23 0.018605 0.015204 0.010173 0.014769 0 0 0 0 1
1980 5 27 0.009132 0.007516 0.004781 0.007051 0 1 0 0 0
1980 5 28 0.020362 0.006502 0.002888 0.005925 0 0 1 0 0
1980 5 29 -0.035477 -0.01464 -0.004498 -0.015974 0 0 0 1 0
1980 5 30 0.018391 0.007401 0.003108 0.008797 0 0 0 0 1
1980 6 2 0.011287 -0.002135 -0.000673 -0.004315 1 0 0 0 0
1980 6 3 0.006696 -0.00156 -0.000313 -0.002257 0 1 0 0 0
1980 6 4 0.031042 0.017491 0.00849 0.019003 0 0 1 0 0
1980 6 5 -0.019355 0.002359 0.003923 0.00151 0 0 0 1 0
1980 6 6 0.002193 0.004674 0.004635 0.003724 0 0 0 0 1
1980 6 9 -0.006565 0.004311 0.002968 0.004505 1 0 0 0 0
1980 6 10 0.013216 0.00813 0.00372 0.008355 0 1 0 0 0
1980 6 11 0.008696 0.011278 0.005509 0.011861 0 0 1 0 0
1980 6 12 0 -0.002718 -7.1e-05 -0.00431 0 0 0 1 0
1980 6 13 0.015086 0.003191 0.006617 0.00251 0 0 0 0 1
1980 6 16 0.025478 0.001893 0.001489 0.002418 1 0 0 0 0
1980 6 17 -0.024845 0.000778 0.002161 -0.000517 0 1 0 0 0
1980 6 18 0.012739 0.001535 0.000296 0.001982 0 0 1 0 0
1980 6 19 -0.02935 -0.012738 -0.003369 -0.013762 0 0 0 1 0
1980 6 20 0 -0.003847 -0.000762 -0.005233 0 0 0 0 1
1980 6 23 0.017279 0.004242 0.003807 0.003945 1 0 0 0 0
1980 6 24 0.008493 0.006217 0.00471 0.005502 0 1 0 0 0
1980 6 25 0.006316 0.012665 0.007937 0.013722 0 0 1 0 0
1980 6 26 -0.008368 -0.003258 0.000814 -0.004541 0 0 0 1 0
1980 6 27 0.008439 -0.000649 0.002032 -0.001635 0 0 0 0 1
1980 6 30 -0.016736 -0.014221 -0.006606 -0.015172 1 0 0 0 0
1980 7 1 0.012766 0.005996 0.002961 0.00604 0 1 0 0 0
1980 7 2 0.018908 0.006945 0.005749 0.006526 0 0 1 0 0
1980 7 3 0.008247 0.01402 0.010163 0.015387 0 0 0 1 0
1980 7 7 0.014315 0.007726 0.004712 0.007066 1 0 0 0 0
1980 7 8 -0.004032 -0.002593 0.000632 -0.003804 0 1 0 0 0
1980 7 9 -0.004049 0.001133 0.003802 0.001188 0 0 1 0 0
1980 7 10 0.002033 -0.007738 -0.000698 -0.00873 0 0 0 1 0
1980 7 11 0.018256 0.007527 0.005564 0.00761 0 0 0 0 1
1980 7 14 0.035857 0.017163 0.011464 0.018415 1 0 0 0 0
1980 7 15 -0.019231 -0.004618 0.001527 -0.005916 0 1 0 0 0
1980 7 16 0.007843 0.002438 0.004375 0.002766 0 0 1 0 0
1980 7 17 0.021401 0.014358 0.009953 0.01513 0 0 0 1 0
1980 7 18 -0.007619 0.003558 0.006936 0.004941 0 0 0 0 1
1980 7 21 0.013436 0.003722 0.003427 0.003851 1 0 0 0 0
1980 7 22 -0.013258 -0.002439 -0.000846 -0.002612 0 1 0 0 0
1980 7 23 -0.003839 -0.000968 -0.000152 -0.002128 0 0 1 0 0
1980 7 24 -0.001927 -0.000588 0.001752 -0.001148 0 0 0 1 0
1980 7 25 -0.005792 -0.007316 -0.001224 -0.008293 0 0 0 0 1
1980 7 28 0.009709 0.004719 0.002607 0.005382 1 0 0 0 0
1980 7 29 0.001923 0.007937 0.006732 0.007988 0 1 0 0 0
1980 7 30 0.005758 0.000618 0.007323 -0.001389 0 0 1 0 0
1980 7 31 -0.003817 -0.003933 -0.00124 -0.004582 0 0 0 1 0
1980 8 1 -0.001916 -0.00173 0.004077 -0.003781 0 0 0 0 1
1980 8 4 -0.005758 -0.003378 -0.001563 -0.001898 1 0 0 0 0
1980 8 5 -0.007722 -3.8e-05 0.002652 -0.001984 0 1 0 0 0
1980 8 6 0.021401 0.006677 0.006534 0.006709 0 0 1 0 0
1980 8 7 0.01501 0.014641 0.009631 0.014397 0 0 0 1 0
1980 8 8 -0.007605 0.003222 0.004029 0.002514 0 0 0 0 1
1980 8 11 0.022989 0.009677 0.005669 0.009465 1 0 0 0 0
1980 8 12 0 -0.007159 -0.00298 -0.007934 0 1 0 0 0
1980 8 13 0 -0.002478 0.001954 -0.00412 0 0 1 0 0
1980 8 14 0.031835 0.015313 0.010875 0.01598 0 0 0 1 0
1980 8 15 -0.001815 0.003787 0.005858 0.003752 0 0 0 0 1
1980 8 18 -0.034545 -0.017907 -0.011646 -0.018533 1 0 0 0 0
1980 8 19 -0.00565 -0.005832 -0.003839 -0.006402 0 1 0 0 0
1980 8 20 0.013258 0.010826 0.007246 0.009543 0 0 1 0 0
1980 8 21 0.009346 0.01504 0.013519 0.013654 0 0 0 1 0
1980 8 22 -0.001852 0.005932 0.008266 0.004464 0 0 0 0 1
1980 8 25 -0.003711 -0.004551 0.000311 -0.006824 1 0 0 0 0
1980 8 26 -0.005587 -0.001138 0.003637 -0.002557 0 1 0 0 0
1980 8 27 -0.013109 -0.009061 -0.001163 -0.010574 0 0 1 0 0
1980 8 28 -0.013283 -0.011289 -0.00532 -0.011658 0 0 0 1 0
1980 8 29 0.007692 0.00292 0.005066 0.002457 0 0 0 0 1
1980 9 2 0.009542 0.010539 0.00806 0.011113 0 1 0 0 0
1980 9 3 0.020794 0.019455 0.013506 0.019234 0 0 1 0 0
1980 9 4 -0.012963 -0.003451 0.002284 -0.00555 0 0 0 1 0
1980 9 5 -0.001876 -0.00284 0.002964 -0.004306 0 0 0 0 1
1980 9 8 -0.033835 -0.011305 -0.002327 -0.012572 1 0 0 0 0
1980 9 9 0.029183 0.005733 0.00318 0.006163 0 1 0 0 0
1980 9 10 -0.005671 0.007322 0.00898 0.005964 0 0 1 0 0
1980 9 11 0.009506 0.007585 0.008766 0.00681 0 0 0 1 0
1980 9 12 -0.007533 0.001168 0.006207 -0.000955 0 0 0 0 1
1980 9 15 0.003795 0.000804 0.002921 0.001036 1 0 0 0 0
1980 9 16 -0.007561 0.009233 0.009146 0.008514 0 1 0 0 0
1980 9 17 0.024762 0.014919 0.012074 0.016806 0 0 1 0 0
1980 9 18 -0.011152 -0.003467 0.001184 -0.003647 0 0 0 1 0
1980 9 19 0.007519 0.005596 0.009016 0.00662 0 0 0 0 1
1980 9 22 0.016791 0.008199 0.003427 0.008897 1 0 0 0 0
1980 9 23 -0.018349 -0.006231 -0.00625 -0.007439 0 1 0 0 0
1980 9 24 0.009346 0.006538 0.000767 0.007263 0 0 1 0 0
1980 9 25 -0.02037 -0.0113 -0.003039 -0.012656 0 0 0 1 0
1980 9 26 -0.022684 -0.019831 -0.016027 -0.018412 0 0 0 0 1
1980 9 29 -0.01354 -0.023874 -0.023703 -0.02224 1 0 0 0 0
1980 9 30 0.005882 0.015498 0.010882 0.015542 0 1 0 0 0
1980 10 1 0.023392 0.013853 0.006682 0.013311 0 0 1 0 0
1980 10 2 -0.00381 0.007364 0.006389 0.007551 0 0 0 1 0
1980 10 3 0.013384 0.010995 0.011392 0.009681 0 0 0 0 1
1980 10 6 0.026415 0.017378 0.011543 0.018557 1 0 0 0 0
1980 10 7 -0.003676 -0.004503 -1.8e-05 -0.005542 0 1 0 0 0
1980 10 8 0.03321 0.005047 0.006292 0.004962 0 0 1 0 0
1980 10 9 0.001786 -0.003069 0.002333 -0.004633 0 0 0 1 0
1980 10 10 -0.012478 -0.003795 0.001583 -0.005723 0 0 0 0 1
1980 10 13 0.018051 0.012111 0.007631 0.013355 1 0 0 0 0
1980 10 14 -0.010638 0.000267 0.003009 -7.6e-05 0 1 0 0 0
1980 10 15 0.008961 0.012657 0.006075 0.012725 0 0 1 0 0
1980 10 16 -0.024867 -0.011412 -0.004505 -0.01107 0 0 0 1 0
1980 10 17 -0.009107 -0.004426 -0.002442 -0.005294 0 0 0 0 1
1980 10 20 0.007353 0.007146 0.001817 0.008288 1 0 0 0 0
1980 10 21 -0.007299 -0.005718 -0.002793 -0.005807 0 1 0 0 0
1980 10 22 -0.003676 0.001928 0.005285 0.000607 0 0 1 0 0
1980 10 23 -0.027675 -0.017668 -0.007875 -0.018117 0 0 0 1 0
1980 10 24 0.011385 0.002388 0.003384 0.00247 0 0 0 0 1
1980 10 27 -0.007505 -0.013923 -0.006218 -0.015171 1 0 0 0 0
1980 10 28 0.007561 0.000975 -0.002005 0.001329 0 1 0 0 0
1980 10 29 -0.016886 -0.002095 0.001943 -0.001093 0 0 1 0 0
1980 10 30 -0.005725 -0.014858 -0.006497 -0.012665 0 0 0 1 0
1980 10 31 0.023033 0.010168 0.003481 0.009344 0 0 0 0 1
1980 11 3 0.013133 0.011675 0.00437 0.012317 1 0 0 0 0
1980 11 5 0.027556 0.017025 0.011302 0.017746 0 0 1 0 0
1980 11 6 -0.029197 -0.017696 -0.011369 -0.018427 0 0 0 1 0
1980 11 7 0.009398 0.001783 -0.002114 0.002094 0 0 0 0 1
1980 11 10 0.001862 0.002558 0.000389 0.002322 1 0 0 0 0
1980 11 11 -0.001859 0.012746 0.007982 0.013747 0 1 0 0 0
1980 11 12 0.055866 0.023211 0.012784 0.02537 0 0 1 0 0
1980 11 13 0.005291 0.015167 0.010439 0.014117 0 0 0 1 0
1980 11 14 0.005263 0.005434 0.006679 0.004836 0 0 0 0 1
1980 11 17 0 0.004196 0.000367 0.004375 1 0 0 0 0
1980 11 18 0.005236 0.01418 0.007373 0.014156 0 1 0 0 0
1980 11 19 -0.008681 -0.003232 0.002797 -0.004581 0 0 1 0 0
1980 11 20 0.008757 0.00951 0.00567 0.009636 0 0 0 1 0
1980 11 21 -0.022569 -0.007615 -0.002815 -0.009188 0 0 0 0 1
1980 11 24 0 -0.005728 -0.00573 -0.005751 1 0 0 0 0
1980 11 25 -0.012433 0.008456 0.005945 0.007375 0 1 0 0 0
1980 11 26 -0.010791 0.005842 0.004922 0.006029 0 0 1 0 0
1980 11 28 -0.009091 0.003648 0.004934 0.002497 0 0 0 0 1
1980 12 1 -0.023853 -0.021241 -0.010663 -0.023555 1 0 0 0 0
1980 12 2 0.020677 -0.002734 -0.005562 -0.001749 0 1 0 0 0
1980 12 3 0.001842 -0.000591 0.003846 -0.001898 0 0 1 0 0
1980 12 4 0.005515 -0.000958 0.005013 -0.001682 0 0 0 1 0
1980 12 5 -0.012797 -0.019114 -0.010378 -0.017951 0 0 0 0 1
1980 12 8 -0.016667 -0.026466 -0.027801 -0.025517 1 0 0 0 0
1980 12 9 -0.003766 -0.001653 -0.007598 -0.000995 0 1 0 0 0
1980 12 10 -0.035917 -0.015751 -0.009066 -0.017014 0 0 1 0 0
1980 12 11 0.011765 -0.011311 -0.023559 -0.007017 0 0 0 1 0
1980 12 12 0.01938 0.014861 0.010518 0.014683 0 0 0 0 1
1980 12 15 -0.019011 0.001605 0.002093 0.001702 1 0 0 0 0
1980 12 16 0.027132 0.007487 -0.001389 0.008884 0 1 0 0 0
1980 12 17 -0.015094 0.016166 0.007502 0.017534 0 0 1 0 0
1980 12 18 -0.024904 0.004134 0.006936 0.000828 0 0 0 1 0
1980 12 19 0.015717 0.00712 0.008056 0.005263 0 0 0 0 1
1980 12 22 0.038685 0.01377 0.007997 0.015557 1 0 0 0 0
1980 12 23 0.001862 -0.002909 0.001412 -0.003535 0 1 0 0 0
1980 12 24 0.018587 0.004056 0.004105 0.004287 0 0 1 0 0
1980 12 26 0.007299 0.004887 0.004242 0.005078 0 0 0 0 1
1980 12 29 -0.014493 -0.010362 -0.005709 -0.011276 1 0 0 0 0
1980 12 30 0.009191 0.002017 0.001174 0.002222 0 1 0 0 0
1980 12 31 -0.010929 0.003981 0.009927 0.003177 0 0 1 0 0
1981 1 2 0.018416 0.006104 0.009458 0.004272 0 0 0 0 1
1981 1 5 0.016275 0.009816 0.010594 0.011955 1 0 0 0 0
1981 1 6 0.017794 0.00037 0.005368 0.001087 0 1 0 0 0
1981 1 7 -0.027972 -0.025803 -0.03238 -0.02201 0 0 1 0 0
1981 1 8 -0.026978 -0.013229 -0.00516 -0.014954 0 0 0 1 0
1981 1 9 -0.003697 0.004275 0.008907 0.003156 0 0 0 0 1
1981 1 12 -0.009276 0.000956 0.004471 3e-04 1 0 0 0 0
1981 1 13 -0.003745 -0.002215 -0.000664 -0.001723 0 1 0 0 0
1981 1 14 0.003759 0.003062 0.005702 0.00135 0 0 1 0 0
1981 1 15 -0.014981 0.005896 0.004183 0.005619 0 0 0 1 0
1981 1 16 0.01711 0.005151 0.005738 0.004098 0 0 0 0 1
1981 1 19 -0.003738 -0.002289 0.002124 -0.002968 1 0 0 0 0
1981 1 20 -0.02439 -0.018379 -0.010683 -0.020243 0 1 0 0 0
1981 1 21 0.001923 -0.003011 -0.002868 -0.002203 0 0 1 0 0
1981 1 22 0.001919 -0.007636 -0.004657 -0.008374 0 0 0 1 0
1981 1 23 -0.003831 5.3e-05 0.001699 -0.00023 0 0 0 0 1
1981 1 26 0 -0.004456 -0.003975 -0.002995 1 0 0 0 0
1981 1 27 0.007692 0.010445 0.004729 0.009858 0 1 0 0 0
1981 1 28 -0.013359 -0.004232 0.001001 -0.005949 0 0 1 0 0
1981 1 29 0.003868 -0.000339 0.002597 -0.000767 0 0 0 1 0
1981 1 30 -0.007707 -0.004683 0.001105 -0.005298 0 0 0 0 1
1981 2 2 -0.015534 -0.021856 -0.018646 -0.020378 1 0 0 0 0
1981 2 3 0.013807 0.010972 0.001114 0.012213 0 1 0 0 0
1981 2 4 0.003891 0.00282 0.004765 0.001012 0 0 1 0 0
1981 2 5 0.005581 0.009811 0.007917 0.008088 0 0 0 1 0
1981 2 6 0.003906 0.008592 0.007249 0.007483 0 0 0 0 1
1981 2 9 -0.011673 -0.009186 -0.00282 -0.010184 1 0 0 0 0
1981 2 10 -0.007874 -0.000912 -0.001213 -0.000232 0 1 0 0 0
1981 2 11 -0.005952 -0.006943 -0.002401 -0.007738 0 0 1 0 0
1981 2 12 -0.013972 -0.005912 -0.004518 -0.005926 0 0 0 1 0
1981 2 13 0 -0.002346 -0.001726 -0.003922 0 0 0 0 1
1981 2 17 0.004049 0.004684 -5.5e-05 0.006536 0 1 0 0 0
1981 2 18 0 0.00463 0.001811 0.005242 0 0 1 0 0
1981 2 19 -0.012097 -0.013937 -0.008043 -0.014555 0 0 0 1 0
1981 2 20 -0.012245 -0.000987 -0.001957 -0.000237 0 0 0 0 1
1981 2 23 0.024793 0.006077 0.001809 0.006083 1 0 0 0 0
1981 2 24 0.002016 0.002166 0.002916 0.000314 0 1 0 0 0
1981 2 25 0.034205 0.007206 -3.4e-05 0.00887 0 0 1 0 0
1981 2 26 0.007782 0.011856 0.008656 0.012294 0 0 0 1 0
1981 2 27 -0.007722 0.009714 0.008212 0.008993 0 0 0 0 1
1981 3 2 -0.009728 0.006263 0.003819 0.005637 1 0 0 0 0
1981 3 3 -0.017682 -0.008779 -0.001614 -0.010984 0 1 0 0 0
1981 3 4 -0.01 0.002003 0.002521 0.002298 0 0 1 0 0
1981 3 5 0.00202 -0.004883 0.001221 -0.007107 0 0 0 1 0
1981 3 6 -0.002016 -0.000354 0.002958 -0.000616 0 0 0 0 1
1981 3 9 0.018182 0.008067 0.003551 0.009781 1 0 0 0 0
1981 3 10 -0.007937 -0.004476 -0.002266 -0.005034 0 1 0 0 0
1981 3 11 -0.004 -0.0028 -0.001807 -0.003909 0 0 1 0 0
1981 3 12 0.028112 0.0226 0.011681 0.024933 0 0 0 1 0
1981 3 13 -0.011719 0.000793 0.005793 -0.000601 0 0 0 0 1
1981 3 16 0.021739 0.010818 0.006435 0.011795 1 0 0 0 0
1981 3 17 -0.005803 -0.004198 -0.000237 -0.005643 0 1 0 0 0
1981 3 18 0.007782 0.002553 0.004204 0.00224 0 0 1 0 0
1981 3 19 -0.015444 -0.004229 0.003192 -0.005662 0 0 0 1 0
1981 3 20 -0.009804 0.006941 0.008718 0.004646 0 0 0 0 1
1981 3 23 -0.00396 0.010878 0.005984 0.012008 1 0 0 0 0
1981 3 24 -0.00994 -0.005244 -0.000118 -0.007517 0 1 0 0 0
1981 3 25 0.026104 0.015902 0.009045 0.018118 0 0 1 0 0
1981 3 26 -0.011742 -0.003935 0.001948 -0.006126 0 0 0 1 0
1981 3 27 -0.021782 -0.009734 -0.002487 -0.011888 0 0 0 0 1
1981 3 30 -0.004049 -0.002232 -0.000217 -0.002748 1 0 0 0 0
1981 3 31 0.014228 0.010563 0.007541 0.012809 0 1 0 0 0
1981 4 1 0.01002 0.005772 0.005162 0.004191 0 0 1 0 0
1981 4 2 -0.013889 0.000215 0.002897 -0.001831 0 0 0 1 0
1981 4 3 -0.016097 -0.004313 0.002749 -0.006089 0 0 0 0 1
1981 4 6 -0.01227 -0.010749 -0.006616 -0.011514 1 0 0 0 0
1981 4 7 -0.006211 3e-06 0.001807 -0.000149 0 1 0 0 0
1981 4 8 0 0.003583 0.003888 0.002987 0 0 1 0 0
1981 4 9 0.029167 0.004011 0.005053 0.00268 0 0 0 1 0
1981 4 10 -0.016194 0.000487 0.004563 -0.001188 0 0 0 0 1
1981 4 13 -0.010288 -0.010238 -0.005292 -0.010111 1 0 0 0 0
1981 4 14 -0.016632 -0.004879 -0.003674 -0.00353 0 1 0 0 0
1981 4 15 0.008457 0.010463 0.006399 0.01123 0 0 1 0 0
1981 4 16 0.006289 0.004722 0.008239 0.00395 0 0 0 1 0
1981 4 20 0.027083 0.005445 0.003353 0.005568 1 0 0 0 0
1981 4 21 -0.018256 -0.008849 -0.002742 -0.009007 0 1 0 0 0
1981 4 22 -0.002066 -0.000462 0.000864 -0.00067 0 0 1 0 0
1981 4 23 0 -0.000158 0.002988 -0.001491 0 0 0 1 0
1981 4 24 0.004141 0.008123 0.006598 0.008959 0 0 0 0 1
1981 4 27 0.008247 0.002532 0.001707 0.002516 1 0 0 0 0
1981 4 28 -0.01227 -0.009113 -0.00814 -0.008488 0 1 0 0 0
1981 4 29 -0.012422 -0.008791 -0.005957 -0.009529 0 0 1 0 0
1981 4 30 -0.016771 0.000702 0.00279 -0.001804 0 0 0 1 0
1981 5 1 0.008529 -0.001023 -0.000297 -0.000678 0 0 0 0 1
1981 5 4 -0.012685 -0.014796 -0.013762 -0.015446 1 0 0 0 0
1981 5 5 -0.010707 -0.00317 -0.006381 -0.002679 0 1 0 0 0
1981 5 6 0.002165 0.004474 0.002456 0.00353 0 0 1 0 0
1981 5 7 0.00622 0.007815 0.005405 0.006805 0 0 0 1 0
1981 5 8 0.008715 0.001472 0.004743 -7.6e-05 0 0 0 0 1
1981 5 11 -0.032397 -0.013498 -0.007511 -0.014811 1 0 0 0 0
1981 5 12 0.013393 0.007045 0.000823 0.007787 0 1 0 0 0
1981 5 13 0 0.000454 0.002881 -0.0013 0 0 1 0 0
1981 5 14 -0.002203 0.006441 0.005549 0.005592 0 0 0 1 0
1981 5 15 -0.004415 0.006943 0.005913 0.006779 0 0 0 0 1
1981 5 18 0.006652 0.002147 0.001988 0.002799 1 0 0 0 0
1981 5 19 -0.002203 -0.002828 -0.002401 -0.003395 0 1 0 0 0
1981 5 20 -0.004415 0.001681 0.00334 -0.000681 0 0 1 0 0
1981 5 21 -0.013304 -0.000451 0.001324 -0.001894 0 0 0 1 0
1981 5 22 -0.002247 0.000115 0.003778 -0.003188 0 0 0 0 1
1981 5 26 0.011261 0.009821 0.00442 0.010965 0 1 0 0 0
1981 5 27 0.03118 0.007074 0.006344 0.007532 0 0 1 0 0
1981 5 28 0.00216 -0.001432 0.004271 -0.002392 0 0 0 1 0
1981 5 29 0.012931 -0.004609 0.003653 -0.006444 0 0 0 0 1
1981 6 1 0.025532 -0.001999 0.000907 -0.001358 1 0 0 0 0
1981 6 2 -0.006224 -0.013992 -0.011098 -0.013519 0 1 0 0 0
1981 6 3 -0.012526 0.000498 -0.003048 0.000689 0 0 1 0 0
1981 6 4 -0.019027 0.002136 0.00273 0.001913 0 0 0 1 0
1981 6 5 0.006466 0.009141 0.004895 0.009621 0 0 0 0 1
