hour min second price   volume
 9 33 32    40.1700       100
 9 33 33    40.1800       100
 9 33 33    40.1700       100
 9 33 36    40.1600       200
 9 33 37    40.1600       200
 9 33 38    40.1600       100
 9 33 39    40.1699       100
 9 33 39    40.1700       200
 9 33 40    40.1700       400
 9 33 40    40.1700       100
 9 33 40    40.1700       100
 9 33 40    40.1700       100
 9 33 40    40.1600       100
 9 33 40    40.1600       100
 9 33 40    40.1600       100
 9 33 40    40.1600       100
 9 33 40    40.1700       600
 9 33 40    40.1800       200
 9 33 40    40.1800       100
 9 33 40    40.1600       100
 9 33 41    40.1600       100
 9 33 41    40.1700       100
 9 33 45    40.1800       100
 9 33 46    40.1800       100
 9 33 46    40.1600       100
 9 33 46    40.1600       100
 9 33 46    40.1600       100
 9 33 46    40.1800       100
 9 33 46    40.1600       100
 9 33 46    40.1600       100
 9 33 47    40.1600       100
 9 33 48    40.1600       100
 9 33 48    40.1600       100
 9 33 48    40.1600       100
 9 33 51    40.1700       100
 9 33 52    40.1600       100
 9 33 52    40.1600       100
 9 33 53    40.1500       100
 9 33 53    40.1500       100
 9 33 53    40.1500       100
 9 33 54    40.1500       100
 9 33 54    40.1500       100
 9 33 55    40.1600       100
 9 33 55    40.1600       100
 9 33 55    40.1600       100
 9 33 56    40.1700       100
 9 33 56    40.1700       100
 9 33 56    40.1700       200
 9 33 56    40.1700       100
 9 33 56    40.1700       100
 9 33 56    40.1700       100
 9 33 56    40.1700       200
 9 33 57    40.1700       100
 9 33 57    40.1600       100
 9 33 57    40.1600       100
 9 33 57    40.1600       100
 9 33 59    40.1900       100
 9 33 59    40.1900       400
 9 34 00    40.1900       100
 9 34 01    40.2300       100
 9 34 01    40.2400       100
 9 34 01    40.2000       100
 9 34 02    40.1900       100
 9 34 03    40.2200       100
 9 34 04    40.2300       100
 9 34 04    40.2300       100
 9 34 05    40.2400       100
 9 34 05    40.2500       100
 9 34 05    40.2500       100
 9 34 05    40.2500       100
 9 34 05    40.2500       100
 9 34 05    40.2500       100
 9 34 05    40.2500       100
 9 34 05    40.2600       200
 9 34 05    40.2700       100
 9 34 06    40.2700       100
 9 34 06    40.2700       100
 9 34 07    40.2500       100
 9 34 07    40.2500       100
 9 34 10    40.3100       100
 9 34 10    40.3100       100
 9 34 11    40.3100       100
 9 34 12    40.3100       100
 9 34 12    40.3100       100
 9 34 15    40.3000       100
 9 34 18    40.2900       100
 9 34 18    40.2900       200
 9 34 18    40.2800       100
 9 34 18    40.2800       100
 9 34 20    40.2700       400
 9 34 23    40.2700       200
 9 34 23    40.2700      1200
 9 34 23    40.2700       100
 9 34 24    40.2200       100
 9 34 24    40.2800       200
 9 34 26    40.2800       100
 9 34 26    40.2800       100
 9 34 27    40.2200       100
 9 34 27    40.2500       100
 9 34 27    40.2600       100
 9 34 27    40.2700       500
 9 34 27    40.2600       300
 9 34 28    40.2600       300
 9 34 28    40.2600       100
 9 34 28    40.2200       100
 9 34 28    40.2200       100
 9 34 29    40.2200       100
 9 34 29    40.2100       300
 9 34 30    40.2200       100
 9 34 30    40.2200       100
 9 34 31    40.2500       100
 9 34 31    40.2600       100
 9 34 31    40.2700       100
 9 34 31    40.2700       100
 9 34 31    40.2800       100
 9 34 31    40.2800       100
 9 34 32    40.2200       100
 9 34 33    40.2200       100
 9 34 35    40.2620       500
 9 34 35    40.2200       100
 9 34 36    40.2000       100
 9 34 36    40.2000       100
 9 34 37    40.2200       100
 9 34 40    40.2100       200
 9 34 40    40.2100       100
 9 34 41    40.2100       100
 9 34 41    40.2100       100
 9 34 41    40.2400       400
 9 34 42    40.2400       500
 9 34 43    40.2600       100
 9 34 47    40.2100       200
 9 34 47    40.2100       100
 9 34 47    40.2500       200
 9 34 49    40.2100       100
 9 34 51    40.2000       100
 9 34 51    40.2350       500
 9 34 56    40.2200       200
 9 34 56    40.2000       100
 9 34 56    40.2000       100
 9 34 56    40.2000       100
 9 35 00    40.2500       200
 9 35 01    40.2000       100
 9 35 01    40.2000       100
 9 35 01    40.1800       100
 9 35 01    40.1800       100
 9 35 07    40.2200       300
 9 35 08    40.2000       200
 9 35 09    40.2000       200
 9 35 10    40.2000       200
 9 35 10    40.2000       200
 9 35 12    40.2000       200
 9 35 12    40.2000       100
 9 35 15    40.2300       100
 9 35 18    40.1935       125
 9 35 20    40.1800       100
 9 35 20    40.1800       100
 9 35 20    40.1800       100
 9 35 21    40.1800       100
 9 35 21    40.1700       500
 9 35 22    40.1700       100
 9 35 22    40.2100       100
 9 35 22    40.2100       100
 9 35 22    40.2200       100
 9 35 22    40.1900       100
 9 35 22    40.1900       100
 9 35 23    40.1600       100
 9 35 23    40.1600       100
 9 35 23    40.1900       800
 9 35 23    40.2200       100
 9 35 24    40.1900       100
 9 35 25    40.2200       100
 9 35 25    40.2200       100
 9 35 25    40.1700       100
 9 35 25    40.1600       100
 9 35 26    40.1800       100
 9 35 26    40.1800       100
 9 35 26    40.1800       100
 9 35 26    40.1800       100
 9 35 26    40.1800       100
 9 35 26    40.1800       100
 9 35 26    40.1800       100
 9 35 26    40.1600       100
 9 35 27    40.1700       100
 9 35 27    40.1700       200
 9 35 28    40.2200       100
 9 35 28    40.2200       200
 9 35 28    40.1700       100
 9 35 28    40.1600       100
 9 35 31    40.2100       180
 9 35 31    40.2100       100
 9 35 31    40.2100       100
 9 35 31    40.1700       100
 9 35 31    40.1700       100
 9 35 32    40.1700       100
 9 35 32    40.1600       100
 9 35 34    40.2100       300
 9 35 34    40.1800       100
 9 35 34    40.1700       100
 9 35 35    40.1700       100
 9 35 35    40.1700       100
 9 35 35    40.1600       100
 9 35 35    40.1600       300
 9 35 35    40.1500      1400
 9 35 36    40.1600       100
 9 35 36    40.1600       100
 9 35 36    40.1600       100
 9 35 36    40.1600       100
 9 35 36    40.1600       100
 9 35 36    40.1600       100
 9 35 36    40.1600       100
 9 35 40    40.1600       100
 9 35 40    40.1600       200
 9 35 40    40.1600       100
 9 35 41    40.1600       200
 9 35 43    40.1600       100
 9 35 44    40.1600       100
 9 35 45    40.1600       100
 9 35 45    40.2000       100
 9 35 48    40.1600       100
 9 35 48    40.2000       100
 9 35 48    40.1600       100
 9 35 50    40.1500      1000
 9 35 50    40.1500       100
 9 35 50    40.1500       400
 9 35 52    40.1500       600
 9 35 53    40.1500       200
 9 35 54    40.1600       100
 9 35 56    40.1500       200
 9 35 56    40.1500       200
 9 35 56    40.1500       100
 9 35 57    40.1500       200
 9 35 57    40.1500       200
 9 35 57    40.1500       200
 9 35 57    40.1500       100
 9 35 57    40.1500       100
 9 35 57    40.1500       100
 9 35 57    40.1500       100
 9 35 58    40.1770       100
 9 35 58    40.1528       100
 9 36 00    40.1200       100
 9 36 00    40.1200       100
 9 36 00    40.1200       100
 9 36 01    40.1200       100
 9 36 01    40.1200       100
 9 36 08    40.1100       100
 9 36 08    40.1000       100
 9 36 08    40.1300       200
 9 36 08    40.1400       100
 9 36 09    40.1200       100
 9 36 09    40.1100       100
 9 36 09    40.1100       100
 9 36 09    40.1100       200
 9 36 09    40.1100       300
 9 36 09    40.1000       100
 9 36 09    40.0900       200
 9 36 09    40.0800       500
 9 36 09    40.1000       100
 9 36 09    40.1000       100
 9 36 12    40.0900       300
 9 36 12    40.0900       200
 9 36 16    40.0900       100
 9 36 16    40.0900       100
 9 36 16    40.0800       100
 9 36 17    40.1200       100
 9 36 17    40.0800       100
 9 36 17    40.0800       100
 9 36 22    40.0800       100
 9 36 22    40.0800       900
 9 36 24    40.1000       200
 9 36 25    40.0800       179
 9 36 25    40.0700       100
 9 36 26    40.0500       100
 9 36 26    40.0800       100
 9 36 26    40.0900       100
 9 36 26    40.0900       100
 9 36 26    40.0800       100
 9 36 26    40.0900       100
 9 36 27    40.1000       200
 9 36 30    40.1000       500
 9 36 31    40.0600       100
 9 36 31    40.0500       356
 9 36 31    40.0500       100
 9 36 31    40.0500       300
 9 36 31    40.0500       100
 9 36 32    40.0300       100
 9 36 32    40.0200       100
 9 36 32    40.0200       100
 9 36 32    40.0200       120
 9 36 32    40.0300       100
 9 36 32    40.0200       100
 9 36 32    40.0100       100
 9 36 33    40.0800       100
 9 36 33    40.0800       100
 9 36 33    40.0600       100
 9 36 33    40.0800       200
 9 36 34    40.0100       100
 9 36 34    40.0000       200
 9 36 36    40.0100       100
 9 36 36    40.0100       100
 9 36 37    40.0556       100
 9 36 38    40.0600       100
 9 36 38    40.0600       100
 9 36 38    40.0200       100
 9 36 38    40.0100       100
 9 36 38    40.0100       100
 9 36 38    40.0100       100
 9 36 38    40.0000       100
 9 36 38    40.0600       100
 9 36 38    40.0000       500
 9 36 38    40.0000       300
 9 36 38    40.0000       100
 9 36 38    40.0000      1000
 9 36 38    40.0000       150
 9 36 38    40.0000       850
 9 36 38    40.0100       100
 9 36 38    40.0100       200
 9 36 38    40.0100       200
 9 36 38    40.0000       100
 9 36 38    40.0000       150
 9 36 38    40.0000       100
 9 36 38    40.0100       500
 9 36 38    40.0100       100
 9 36 38    40.0100       600
 9 36 38    40.0100       200
 9 36 38    40.0000       100
 9 36 38    40.0000       900
 9 36 38    40.0000       200
 9 36 38    40.0000       100
 9 36 38    40.0000       200
 9 36 38    40.0000       200
 9 36 39    40.0000       100
 9 36 39    40.0000       300
 9 36 39    39.9600       100
 9 36 39    39.9500       100
 9 36 39    39.9600       100
 9 36 39    39.9800       100
 9 36 40    39.9600       400
 9 36 40    39.9600       400
 9 36 40    39.9600       100
 9 36 41    39.9600       200
 9 36 41    39.9200       100
 9 36 41    39.9100      1000
 9 36 42    39.9200       100
 9 36 43    39.9000       100
 9 36 43    39.9000       400
 9 36 43    39.9000       800
 9 36 44    39.9000       200
 9 36 44    39.8700       700
 9 36 44    39.9000       100
 9 36 45    39.8900       400
 9 36 45    39.8900       900
 9 36 45    39.9200       100
 9 36 45    39.8900       100
 9 36 45    39.8900       200
 9 36 45    39.8900       100
 9 36 45    39.8900       100
 9 36 45    39.8900       100
 9 36 46    39.8600       100
 9 36 46    39.8500       100
 9 36 46    39.8500       200
 9 36 48    39.8600       100
 9 36 48    39.8600       100
 9 36 49    39.8600       100
 9 36 49    39.8700       200
 9 36 49    39.8800       100
 9 36 49    39.8700       200
 9 36 49    39.8800       100
 9 36 49    39.8800       100
 9 36 49    39.8600       100
 9 36 50    39.8800       100
 9 36 50    39.8500       300
 9 36 50    39.8800       100
 9 36 50    39.8800       100
 9 36 50    39.8800       100
 9 36 50    39.8900       100
 9 36 53    39.8900       100
 9 36 53    39.8700       400
 9 36 53    39.8700       100
 9 36 53    39.8800       100
 9 36 54    39.8600       180
 9 36 54    39.8900       100
 9 36 54    39.8900      1400
 9 36 54    39.8900       300
 9 36 54    39.9000       175
 9 36 54    39.9000       800
 9 36 54    39.9000       300
 9 36 55    39.8900      1100
 9 36 55    39.9000       500
 9 36 55    39.9000       100
 9 36 55    39.9000      1400
 9 36 55    39.9000       200
 9 37 00    39.9000       100
 9 37 00    39.9100       100
 9 37 00    39.9100       100
 9 37 00    39.9100       100
 9 37 00    39.9100       100
 9 37 00    39.9200       100
 9 37 00    39.9200       100
 9 37 00    39.9300       100
 9 37 00    39.9400       100
 9 37 00    39.9400       900
 9 37 00    39.9100       100
 9 37 00    39.9100       100
 9 37 00    39.9200       100
 9 37 00    39.9300       100
 9 37 00    39.9300       100
 9 37 00    39.9300       100
 9 37 00    39.9300       240
 9 37 00    39.9400       760
 9 37 00    39.9200       200
 9 37 00    39.9400       400
 9 37 00    39.9400      1000
 9 37 00    39.9400       400
 9 37 00    39.9400       400
 9 37 00    39.9100      1400
 9 37 01    39.9300       200
 9 37 02    39.9300       100
 9 37 02    39.9400       500
 9 37 04    39.9200       200
 9 37 04    39.9500       100
 9 37 05    39.9200       100
 9 37 05    39.9500       100
 9 37 05    39.9500       500
 9 37 05    39.9300       100
 9 37 07    39.9500       100
 9 37 07    39.9500       100
 9 37 07    39.9600       100
 9 37 07    39.9600       300
 9 37 08    39.9600       100
 9 37 08    39.9500       100
 9 37 08    39.9600       100
 9 37 08    39.9600       100
 9 37 08    39.9600       100
 9 37 10    39.9600       200
 9 37 10    39.9600       100
 9 37 11    39.9600       100
 9 37 12    39.9500       100
 9 37 18    39.9600       300
 9 37 19    39.9600       100
 9 37 19    39.9600       300
 9 37 19    39.9600       200
 9 37 19    39.9800       100
 9 37 20    40.0100       200
 9 37 20    40.0500       100
 9 37 20    40.0500       100
 9 37 20    40.0500       200
 9 37 21    40.0600       300
 9 37 21    40.0600       100
 9 37 21    40.0600       400
 9 37 22    40.1000       100
 9 37 26    40.0600       100
 9 37 28    40.0900       100
 9 37 29    40.0700       100
 9 37 29    40.0900       200
 9 37 29    40.0900       100
 9 37 30    40.0600       100
 9 37 30    40.1000       100
 9 37 32    40.0700       100
 9 37 32    40.1000       100
 9 37 35    40.1000       100
 9 37 35    40.1000       300
 9 37 35    40.1000       300
 9 37 35    40.1000       100
 9 37 35    40.1000       100
 9 37 35    40.1400       100
 9 37 35    40.1000       100
 9 37 35    40.1000       100
 9 37 35    40.1100       100
 9 37 38    40.1485       100
 9 37 38    40.1500       400
 9 37 40    40.1500       100
 9 37 40    40.1500       100
 9 37 40    40.1500       100
 9 37 40    40.1600       100
 9 37 40    40.1800       100
 9 37 41    40.1900       100
 9 37 42    40.2100       100
 9 37 42    40.1700       100
 9 37 42    40.1700       100
 9 37 42    40.1700       100
 9 37 42    40.1700       100
 9 37 42    40.1700       100
 9 37 42    40.1700       100
 9 37 42    40.1700       100
 9 37 42    40.1700       200
 9 37 42    40.1700       100
 9 37 42    40.2100       200
 9 37 42    40.1500       100
 9 37 42    40.1400       200
 9 37 42    40.1400       100
 9 37 43    40.1400       500
 9 37 43    40.1400       100
 9 37 43    40.1000       100
 9 37 43    40.1000       100
 9 37 43    40.1300       100
 9 37 43    40.1100       100
 9 37 43    40.1100       100
 9 37 43    40.1000       100
 9 37 43    40.0900       100
 9 37 43    40.0900       100
 9 37 44    40.0800       100
 9 37 44    40.0800       100
 9 37 44    40.0800       200
 9 37 45    40.0700       100
 9 37 45    40.0700       100
 9 37 49    40.1100       200
 9 37 49    40.1200       100
 9 37 50    40.1200       100
 9 37 50    40.1200       200
 9 37 50    40.1300       100
 9 37 50    40.1200       100
 9 37 50    40.1000       100
 9 37 51    40.1000       100
 9 37 54    40.1000       100
 9 37 55    40.1000       100
 9 37 55    40.1000       100
 9 37 55    40.1000       100
 9 37 55    40.1000       200
 9 37 58    40.1000       100
 9 38 01    40.1100       200
 9 38 01    40.1100       139
 9 38 03    40.1300       100
 9 38 03    40.1300       100
 9 38 05    40.1200       100
 9 38 09    40.1200       100
 9 38 09    40.1300       400
 9 38 10    40.1300       100
 9 38 10    40.1300       200
 9 38 10    40.1400       100
 9 38 10    40.1700       300
 9 38 10    40.1300       100
 9 38 10    40.1500       100
 9 38 10    40.1600       100
 9 38 13    40.1700       300
 9 38 13    40.1600       100
 9 38 13    40.1700       100
 9 38 13    40.1700       100
 9 38 15    40.1600       100
 9 38 16    40.1800       100
 9 38 18    40.2000       100
 9 38 18    40.2100       100
 9 38 18    40.2100       100
 9 38 19    40.2200       100
 9 38 31    40.2100       100
 9 38 33    40.2200       100
 9 38 41    40.2000       100
 9 38 41    40.2100       100
 9 38 41    40.2100       100
 9 38 41    40.2100       100
 9 38 41    40.2100       100
 9 38 41    40.2100       100
 9 38 41    40.2100       200
 9 38 41    40.2100       100
 9 38 41    40.2100       100
 9 38 44    40.1900       100
 9 38 45    40.1900       100
 9 38 45    40.1900       100
 9 38 45    40.1900       100
 9 38 45    40.1900       100
 9 38 45    40.1900       100
 9 38 46    40.1800       200
 9 38 46    40.1700       100
 9 38 50    40.1500       100
 9 38 50    40.1500       200
 9 38 50    40.1600       100
 9 38 51    40.1540       200
 9 38 51    40.1600       100
 9 38 54    40.1500       100
 9 38 54    40.1500       200
 9 38 54    40.1500       100
 9 38 54    40.1500       100
 9 38 54    40.1500       200
 9 38 54    40.1500       100
 9 38 54    40.1400       100
 9 38 54    40.1300       100
 9 38 54    40.1400       100
 9 38 54    40.1200       100
 9 38 54    40.1200       100
 9 38 54    40.1000       100
 9 38 55    40.0900       200
 9 38 55    40.0800       100
 9 38 55    40.0900       200
 9 38 55    40.0800       100
 9 38 55    40.1000       100
 9 38 55    40.1000       100
 9 38 55    40.0900       200
 9 38 59    40.0800       100
 9 38 59    40.0800       100
 9 39 03    40.1100       100
 9 39 08    40.1100       100
 9 39 08    40.1100       200
 9 39 09    40.1100       100
 9 39 09    40.1100       600
 9 39 09    40.1200       100
 9 39 09    40.1200       100
 9 39 09    40.1200       100
 9 39 09    40.1300       100
 9 39 09    40.1400       100
 9 39 10    40.1200       100
 9 39 11    40.1300       100
 9 39 13    40.1100       100
 9 39 13    40.1100       100
 9 39 13    40.1100       100
 9 39 13    40.1200       100
 9 39 13    40.1200       100
 9 39 14    40.1300       100
 9 39 22    40.1200       100
 9 39 23    40.1300       100
 9 39 24    40.1300       100
 9 39 26    40.1300       100
 9 39 26    40.1300       100
 9 39 27    40.1400       100
 9 39 27    40.1252       500
 9 39 28    40.1400       100
 9 39 28    40.1200       300
 9 39 28    40.1200       100
 9 39 28    40.1400       100
 9 39 28    40.1400       300
 9 39 28    40.1500       100
 9 39 28    40.1500       100
 9 39 28    40.1500       100
 9 39 28    40.1500       100
 9 39 28    40.1500       100
 9 39 28    40.1500       100
 9 39 28    40.1400       100
 9 39 28    40.1400       100
 9 39 28    40.1500       100
 9 39 28    40.1500       100
 9 39 28    40.1500       100
 9 39 28    40.1600       100
 9 39 28    40.1500       100
 9 39 28    40.1500       100
 9 39 28    40.1500       100
 9 39 28    40.1400       100
 9 39 28    40.1400       100
 9 39 28    40.1400       100
 9 39 28    40.1600       100
 9 39 28    40.1700       100
 9 39 30    40.1500       100
 9 39 31    40.1700       100
 9 39 32    40.1800       100
 9 39 35    40.1700       100
 9 39 36    40.1700       100
 9 39 36    40.1600       100
 9 39 36    40.1400       100
 9 39 36    40.1700       100
 9 39 36    40.1500       100
 9 39 36    40.1500       100
 9 39 37    40.1600       500
 9 39 38    40.1500       100
 9 39 38    40.1500       100
 9 39 38    40.1800       100
 9 39 38    40.1500       200
 9 39 38    40.1500       300
 9 39 38    40.1500       200
 9 39 38    40.1800       200
 9 39 42    40.1200       100
 9 39 42    40.1100       100
 9 39 42    40.1100       100
 9 39 42    40.1100       100
 9 39 42    40.1100       120
 9 39 42    40.1100       100
 9 39 42    40.1100       100
 9 39 42    40.1100       100
 9 39 42    40.1100       700
 9 39 42    40.1100       100
 9 39 42    40.1100       300
 9 39 42    40.1100       100
 9 39 43    40.0800       100
 9 39 43    40.0900       100
 9 39 43    40.0700       300
 9 39 43    40.0700       400
 9 39 43    40.0700       300
 9 39 43    40.0700       100
 9 39 43    40.0700       100
 9 39 43    40.0600       100
 9 39 43    40.0100       100
 9 39 43    40.0100       200
 9 39 45    40.0200       100
 9 39 45    40.0200       500
 9 39 45    40.0200       100
 9 39 45    40.1550       100
 9 39 49    39.9800       100
 9 39 49    39.9800       100
 9 39 49    39.9900       100
 9 39 51    40.0100       100
 9 39 52    40.0200       100
 9 39 59    40.0400       100
 9 40 00    40.0300       100
 9 40 00    40.0300       100
 9 40 03    39.9800       100
 9 40 04    39.9900       100
 9 40 05    40.0000       100
 9 40 07    39.9900       100
 9 40 07    40.0000       100
 9 40 11    39.9700       100
 9 40 11    39.9900       800
 9 40 11    39.9900       300
 9 40 11    39.9900       600
 9 40 12    39.9900       100
 9 40 12    39.9900       100
 9 40 12    39.9900       400
 9 40 13    40.0000       100
 9 40 14    39.9900       100
 9 40 15    40.0000       100
 9 40 15    40.0000       100
 9 40 15    40.0000       500
 9 40 15    40.0000       500
 9 40 15    40.0000       300
 9 40 16    39.9900       100
 9 40 19    40.0000       500
 9 40 19    40.0000       200
 9 40 19    40.0000       300
 9 40 19    40.0200       100
 9 40 26    40.0100       100
 9 40 29    40.0400       100
 9 40 32    40.0000       100
 9 40 32    40.0000       100
 9 40 32    39.9900       100
 9 40 32    40.0000       100
 9 40 32    39.9900       100
 9 40 32    40.0100       200
 9 40 32    40.0100       100
 9 40 33    39.9900       100
 9 40 33    39.9900       100
 9 40 35    39.9500       200
 9 40 35    39.9500       100
 9 40 35    39.9500       200
 9 40 35    39.9900       100
 9 40 40    39.9400       100
 9 40 40    39.9300       700
 9 40 40    39.9300       100
 9 40 44    39.9500       100
 9 40 46    39.9500       100
 9 40 46    39.9600       100
 9 40 46    39.9600       100
 9 40 46    39.9600       100
 9 40 47    39.9400       100
 9 40 47    39.9400       100
 9 40 47    39.9300       100
 9 40 47    39.9300       100
 9 40 47    39.9500       100
 9 40 47    39.9500       100
 9 40 47    39.9300       100
 9 40 48    39.9400       200
 9 40 48    39.9400       200
 9 40 48    39.9300       100
 9 40 48    39.9300       100
 9 40 48    39.9200       100
 9 40 48    39.9200       200
 9 40 48    39.9200       100
 9 40 48    39.9200       100
 9 40 48    39.9100       100
 9 40 51    39.9500       100
