date            rtn
19730330      -0.035514
19730430      -0.081395
19730531       0.004219
19730629      -0.029832
19730731       0.093682
19730831      -0.057769
19730928       0.072304
19731031       0.037698
19731130      -0.028298
19731231      -0.001980
19740131      -0.049603
19740228      -0.047599
19740329      -0.041943
19740430      -0.059908
19740531      -0.053922
19740628       0.029016
19740731      -0.126904
19740830      -0.119186
19740930      -0.164356
19741031       0.224000
19741129      -0.029412
19741231      -0.090236
19750131       0.157303
19750228       0.152751
19750331       0.042493
19750430       0.000000
19750530      -0.013587
19750630       0.168595
19750731      -0.102138
19750829      -0.021164
19750930      -0.040000
19751031       0.093750
19751128       0.002597
19751231      -0.035751
19760130       0.214092
19760227      -0.046875
19760331      -0.008899
19760430       0.023810
19760528      -0.053488
19760630       0.130713
19760730      -0.045952
19760831      -0.027523
19760930       0.029717
19761029      -0.013857
19761130      -0.051522
19761231       0.107654
19770131      -0.049438
19770228      -0.044917
19770331      -0.018317
19770429       0.096692
19770531       0.006961
19770630       0.051613
19770729      -0.037611
19770831      -0.018391
19770930      -0.029508
19771031      -0.021951
19771130       0.010973
19771230      -0.004988
19780131      -0.082707
19780228      -0.021858
19780331       0.054190
19780428       0.120643
19780531       0.011962
19780630      -0.032624
19780731       0.061881
19780831       0.011655
19780929      -0.013364
19781031      -0.101655
19781130       0.005789
19781229       0.000000
19790131       0.023873
19790228      -0.033161
19790330       0.043478
19790430       0.023438
19790531       0.014249
19790629       0.017812
19790731       0.035000
19790831       0.028986
19790928      -0.033803
19791031      -0.046798
19791130      -0.032041
19791231       0.097561
19800131       0.086420
19800229      -0.073636
19800331      -0.042289
19800430      -0.012987
19800530       0.057895
19800630       0.040404
19800731       0.092233
19800829      -0.031111
19800930      -0.020642
19801031       0.028504
19801128       0.143187
19801231       0.002020
19810130       0.000000
19810227       0.089796
19810331       0.014981
19810430      -0.020522
19810529       0.001905
19810630      -0.046768
19810731      -0.014141
19810831      -0.084016
19810930      -0.003579
19811030      -0.011390
19811130       0.112903
19811231      -0.036439
19820129       0.089325
19820226       0.006000
19820331       0.020676
19820430       0.011834
19820528      -0.035088
19820630       0.042020
19820730       0.033399
19820831       0.144487
19820930       0.004651
19821029       0.148829
19821130       0.087045
19821231       0.025676
19830131       0.090909
19830228       0.048309
19830331      -0.024424
19830429       0.065476
19830531      -0.075978
19830630       0.073277
19830729      -0.093182
19830831       0.025063
19830930       0.041076
19831031      -0.018957
19831130       0.113527
19831230       0.026258
19840131      -0.072495
19840229      -0.043678
19840330       0.064904
19840430       0.011390
19840531      -0.042793
19840629      -0.002353
19840731       0.000000
19840831       0.078571
19840928      -0.006623
19841031       0.031390
19841130      -0.027391
19841231       0.022573
19850131       0.128035
19850228       0.004697
19850329      -0.070727
19850430       0.000000
19850531       0.034672
19850628       0.020619
19850731       0.036364
19850830      -0.048733
19850930      -0.048361
19851031       0.002174
19851129       0.138829
19851231       0.117410
19860131      -0.025773
19860228       0.101658
19860331       0.012903
19860430      -0.004777
19860530       0.020800
19860630       0.022947
19860731      -0.098765
19860829       0.077055
19860930      -0.078474
19861031       0.060870
19861128       0.088525
19861231       0.043735
19870130       0.165698
19870227       0.031172
19870331       0.020605
19870430      -0.013111
19870529       0.004831
19870630       0.052019
19870731       0.089655
19870831       0.054852
19870930      -0.010720
19871030      -0.229675
19871130      -0.105541
19871231       0.049558
19880129       0.022663
19880229       0.008310
19880331      -0.104945
19880429       0.000000
19880531       0.040248
19880630       0.052976
19880729      -0.025641
19880831      -0.055556
19880930       0.082972
19881031       0.005764
19881130       0.031519
19881230       0.003556
19890131       0.081006
19890228      -0.054264
19890331      -0.018361
19890428       0.098315
19890531       0.117647
19890630      -0.047414
19890731       0.133172
19890831      -0.014957
19890929      -0.012408
19891031      -0.019912
19891130       0.119639
19891229       0.047903
19900131      -0.034884
19900228      -0.000482
19900330       0.040486
19900430      -0.003891
19900531       0.083516
19900629       0.005445
19900731       0.034296
19900831      -0.134380
19900928      -0.113387
19901031      -0.045872
19901130       0.052885
19901231       0.057260
19910131       0.115468
19910228       0.070469
19910328       0.023897
19910430       0.016158
19910531       0.099081
19910628      -0.042071
19910731      -0.010135
19910830       0.022184
19910930      -0.066644
19911031      -0.005405
19911129      -0.061594
19911231       0.189961
19920131      -0.016340
19920228       0.044850
19920331      -0.029571
19920430       0.011551
19920529      -0.003263
19920630       0.025205
19920731      -0.016077
19920831      -0.032680
19920930       0.065405
19921030      -0.019169
19921130       0.084691
19921231       0.034595
19930129       0.007310
19930226      -0.023222
19930331       0.066924
19930430       0.016830
19930528       0.023448
19930630       0.039137
19930730       0.028721
19930831      -0.002538
19930930      -0.017761
19931029       0.011734
19931130       0.014175
19931231       0.073393
19940131       0.027414
19940228      -0.022042
19940331      -0.044176
19940429      -0.047500
19940531       0.044619
19940630      -0.055578
19940729       0.080429
19940831      -0.012407
19940930      -0.025427
19941031       0.015584
19941130      -0.058824
19941230       0.117609
19950131       0.009804
19950228       0.063107
19950331      -0.006210
19950428       0.037037
19950531       0.035714
19950630      -0.020948
19950731       0.046563
19950831      -0.002119
19950929       0.089766
19951031      -0.007843
19951130       0.061265
19951229       0.079479
19960131       0.065972
19960229      -0.016287
19960329       0.037550
19960430      -0.008026
19960531       0.071197
19960628       0.048338
19960731      -0.046571
19960830       0.010638
19960930       0.100271
19961031       0.063187
19961129       0.074935
19961231      -0.044279
19970131       0.046776
19970228      -0.006039
19970331      -0.030182
19970430       0.118388
19970530       0.087838
19970630       0.076605
19970731       0.082846
19970829      -0.107843
19970930       0.092068
19971031      -0.050505
19971128       0.143133
19971231      -0.002707
19980130       0.056218
19980227       0.003226
19980331       0.112379
19980430      -0.011603
19980529      -0.021277
19980630       0.089955
19980731      -0.012517
19980831      -0.105521
19980930      -0.001719
19981030       0.099764
19981130       0.032857
19981231       0.132503
19990129       0.028186
19990226      -0.043504
19990331       0.106293
19990430      -0.047458
19990528      -0.034994
19990630       0.111248
19990730      -0.032301
19990831       0.030390
19990930       0.058765
19991029       0.142857
19991130      -0.039668
19991231       0.192392
20000131      -0.136511
20000229      -0.009355
20000331       0.178735
20000428       0.010442
20000531       0.005167
20000630       0.005931
20000731      -0.026903
20000831       0.140948
20000929      -0.014711
20001031      -0.049837
20001130      -0.095781
20001229      -0.029559
20010131      -0.040834
20010228       0.011309
20010330      -0.096344
20010430       0.159341
20010531       0.009685
20010629      -0.005102
20010731      -0.104410
20010831      -0.057931
20010928      -0.088336
20011031      -0.021237
20011130       0.057402
20011231       0.045714
20020131      -0.073104
20020228       0.041184
20020328      -0.027273
20020430      -0.157543
20020531      -0.012995
20020628      -0.061336
20020731       0.108434
20020830      -0.063665
20020930      -0.176451
20021031       0.024341
20021129       0.074059
20021231      -0.095133
20030131      -0.049692
20030228       0.047537
20030331       0.060291
20030430       0.154902
20030530      -0.025467
20030630       0.005923
20030731      -0.008368
20030829       0.039733
20030930       0.014542
20031031      -0.026837
20031128      -0.011720
20031231       0.087548
20040130       0.085539
20040227      -0.027059
20040331      -0.061501
20040430      -0.018676
20040528       0.039065
20040630       0.047558
20040730       0.026235
20040831      -0.013835
20040930       0.030192
20041029       0.016081
20041130       0.036342
20041231       0.038462
20050131      -0.010137
20050228      -0.019651
20050331       0.024432
20050429       0.003882
20050531       0.007735
20050630      -0.044134
20050729      -0.004329
20050831      -0.025797
20050930       0.008331
20051031       0.007128
20051130       0.053377
20051230      -0.011758
20060131      -0.065621
20060228       0.011298
20060331       0.058108
20060428      -0.005463
20060531      -0.009540
20060630      -0.030648
20060731      -0.008192
20060831       0.041909
20060929       0.043746
20061031      -0.005382
20061130       0.004842
20061229       0.062642
20070131      -0.031174
20070228      -0.023856
20070330       0.012890
20070430       0.042421
20070531       0.019533
20070629       0.026078
20070731       0.012539
20070831       0.002838
20070928       0.072292
20071031      -0.005797
20071130      -0.069728
20071231      -0.023766
20080131      -0.046129
20080229      -0.054016
20080331       0.116777
20080430      -0.116455
20080530      -0.060551
20080630      -0.121094
20080731       0.059948
20080829      -0.006716
20080930      -0.081495
20081031      -0.234902
20081128      -0.119939
20081231      -0.038439
