ABT LLY MRK PFE F GM BP CVX RD XOM SP5
-0.0148833333333333 -0.0306833333333333 -0.0359233333333333 -0.0746833333333333 0.0181466666666667 -0.00268333333333333 0.0520766666666667 0.00822666666666667 -0.0208633333333333 0.0246266666666667 0.00742666666666667
-0.09221 -0.07246 -0.07166 -0.09216 0.08263 0.16804 -0.02982 0.04426 0.0083 -0.0025 0.00455
-0.0524416666666667 -0.0802316666666667 -0.0488816666666667 -0.111611666666667 -0.00786166666666667 -0.0103916666666667 0.0863183333333333 0.0680083333333333 0.0158783333333333 0.0502383333333333 0.00803833333333333
-0.0168083333333333 -0.0558583333333333 -0.0771383333333333 0.0639216666666667 0.131051666666667 0.00761166666666667 0.151191666666667 0.0770916666666667 0.0620116666666667 0.0368316666666667 0.0162416666666667
0.0867383333333333 0.0129883333333333 0.0435483333333333 0.0939983333333333 0.0581883333333333 0.0839883333333333 0.00889833333333333 0.0336983333333333 -0.00239166666666667 -0.00428166666666667 -0.0278116666666667
-0.0293766666666667 0.0400633333333333 0.0313133333333333 0.0549733333333333 -0.0526966666666667 -0.0159266666666667 0.0331433333333333 0.0309133333333333 0.0783933333333333 0.000863333333333333 0.0202533333333333
-0.0578583333333333 -0.0368683333333333 -0.0679183333333333 -0.0687583333333333 0.00225166666666667 0.106471666666667 -0.0242983333333333 -0.00681833333333333 -0.00791833333333333 0.00698166666666667 -0.00179833333333333
-0.0202933333333333 -0.0558333333333333 -0.139853333333333 -0.114473333333333 0.0146866666666667 0.0873566666666667 -0.0136433333333333 0.00458666666666667 0.0136366666666667 -0.0100933333333333 -0.00786333333333333
0.0374833333333333 0.0399533333333333 0.0383033333333333 0.0633633333333333 -0.0356966666666667 -0.0318966666666667 0.0396933333333333 0.0611333333333333 0.0624733333333333 0.00464333333333333 0.0319133333333333
0.0504216666666667 0.0392116666666667 -0.0289683333333333 -0.0580183333333333 0.0808716666666667 -0.111788333333333 0.0301516666666667 0.0472016666666667 0.0304716666666667 -0.000548333333333334 -0.0124483333333333
0.0402233333333333 0.0799833333333333 0.0422033333333333 0.0437033333333333 0.124633333333333 0.138203333333333 0.0459033333333333 -0.0101866666666667 0.0380733333333333 -0.00442666666666667 0.0168733333333333
0.0282566666666667 0.0686366666666667 0.0635666666666667 0.0724366666666667 -0.0207633333333333 0.109226666666667 -0.0432933333333333 -0.0979433333333333 -0.0475033333333333 -0.0317233333333333 -0.0154933333333333
0.01027 0.03231 0.00927 0.03504 0.05918 0.03773 0.07762 0.00033 0.03087 0.00343 0.00754
-0.000963333333333333 0.00593666666666667 0.0593366666666667 -0.0658933333333333 0.0424766666666667 0.113686666666667 0.0639266666666667 0.0692566666666667 0.0514066666666667 0.0509866666666667 0.0300166666666667
-0.0662683333333333 -0.0674283333333333 -0.115718333333333 -0.0979483333333333 -0.0754683333333333 -0.0484183333333333 -0.0417583333333333 -0.0650883333333333 -0.0322583333333333 -0.0163183333333333 -0.0327583333333333
-0.0391166666666667 -0.102236666666667 -0.0753466666666667 -0.0718866666666667 -0.0572466666666667 -0.0780266666666667 -0.0604966666666667 -0.0332166666666667 -0.0720066666666667 -0.0337466666666667 -0.0486666666666667
0.0697933333333333 -0.0155966666666667 -0.00726666666666667 0.0895233333333333 -0.00178666666666667 0.0502933333333333 0.137463333333333 0.0564533333333333 0.0937933333333333 -0.00306666666666667 0.00846333333333333
0.04941 0.17168 0.02609 0.08502 -0.01416 -0.05279 0.00815 -0.01553 0.00143 -0.01983 0.00897
-0.03274 -0.01 -0.01886 -0.01325 0.0182 -0.06857 0.0179 -0.04081 -0.02567 -0.07502 -0.03026
-0.0272283333333333 -0.148658333333333 -0.00780833333333333 -0.0214283333333333 0.0845316666666667 0.0187816666666667 0.0556216666666667 0.0560916666666667 0.0777316666666667 0.0448516666666667 0.0278616666666667
0.0629366666666667 0.181356666666667 0.148166666666667 0.104656666666667 -0.0860833333333333 -0.0217333333333333 0.00385666666666667 -0.0383833333333333 -0.00705333333333333 0.00836666666666667 0.0339066666666667
0.04198 0.0115 0.0489 0.00897 -0.05513 -0.07101 -0.00714 -0.02155 -0.03103 -0.03746 -0.03075
-0.010025 0.067145 -0.004125 0.068205 0.068305 -0.161455 0.114685 0.076955 0.080855 0.089355 0.016705
0.0238216666666667 0.0157516666666667 0.0412016666666667 0.0457816666666667 -0.0849183333333333 -0.0341583333333333 -0.0606083333333333 -0.0246883333333333 -0.0720083333333333 -0.0322383333333333 -0.0439083333333333
0.0188633333333333 0.0432333333333333 0.0268733333333333 -0.00628666666666667 0.0229833333333333 0.100253333333333 0.00163333333333333 0.0182533333333333 -0.0127266666666667 0.00154333333333333 0.00763333333333333
0.0853516666666667 -0.000948333333333333 0.0509816666666667 0.0534916666666667 -0.0895983333333333 -0.0819083333333333 -0.0329283333333333 -0.00475833333333333 0.0335216666666667 0.0240516666666667 0.0195216666666667
-0.00127833333333333 0.0220616666666667 0.0479916666666667 0.0168416666666667 0.0298416666666667 0.0968016666666667 -0.0192983333333333 0.0727816666666667 -0.00257833333333333 0.0291916666666667 0.0312616666666667
0.002265 0.086645 0.008205 0.028355 0.023935 0.027485 0.099195 0.003095 0.065455 0.038275 0.022555
0.102561666666667 0.0175116666666667 0.00116166666666667 0.00549166666666667 0.0161316666666667 0.0208616666666667 0.0236516666666667 -0.0177283333333333 0.0286216666666667 0.0384416666666667 0.0232516666666667
0.011145 0.002235 0.091485 0.018595 0.073615 0.065635 -0.005075 0.041975 0.042625 0.033045 0.031585
0.00794166666666667 0.0473716666666667 0.0470416666666667 0.0408316666666667 0.0125316666666667 -0.0279983333333333 -0.00162833333333333 -0.0605383333333333 -0.0430183333333333 -0.0150683333333333 0.0167216666666667
-0.0116766666666667 -0.00769666666666667 0.0463733333333333 0.0945333333333333 -0.0193066666666667 0.0354833333333333 0.0553333333333333 0.0601733333333333 0.0375333333333333 0.0220333333333333 0.0272633333333333
-0.03575 0.05007 -0.0384 -0.02406 0.05584 -0.03168 -0.00079 -0.01463 -0.06552 -0.04588 -0.00482
0.0956 0.09331 0.12522 0.07661 0.0078 -0.00971 -0.00717 0.00335 0.04457 0.04651 0.0357
-0.06692 0.0707 0.02239 0.07054 -0.06946 -0.07107 -0.02248 -0.04543 -0.00338 0.05269 -0.00938
0.0175433333333333 0.0323733333333333 0.0716233333333333 0.0109533333333333 -0.0218566666666667 0.110963333333333 0.0898433333333333 0.0623733333333333 0.0402933333333333 0.0184433333333333 0.0365833333333333
0.0203366666666667 0.126366666666667 0.0618166666666667 0.0819266666666667 0.0178366666666667 0.0859266666666667 0.0636866666666667 0.0564766666666667 0.0950366666666667 0.0441866666666667 0.0131566666666667
0.0219033333333333 0.0136133333333333 0.0644033333333333 0.0831333333333333 0.0296033333333333 -0.00889666666666667 -0.0482266666666667 -0.0137166666666667 -0.0192266666666667 -0.0149566666666667 0.0284533333333333
-0.021675 0.060905 -0.059285 -0.037965 0.055295 -0.022555 0.034145 0.077905 -0.013015 -0.004025 0.002905
-0.0280833333333333 0.0680266666666667 -0.0593833333333333 0.0167366666666667 0.0958666666666667 0.0348866666666667 0.0543966666666667 0.00485666666666667 0.0212766666666667 0.0210266666666667 0.00378666666666667
-0.001305 -0.094505 -0.032235 0.020035 0.049695 0.014655 0.024115 0.029285 0.009145 0.038815 0.009305
0.0573566666666667 0.0882866666666667 0.0639966666666667 0.0273966666666667 0.0132366666666667 0.0193166666666667 -0.0308833333333333 0.0346066666666667 0.0661966666666667 0.00216666666666667 0.0186666666666667
0.00445833333333333 0.00742833333333333 0.00101833333333333 0.00458833333333333 -0.117251666666667 -0.0541316666666667 0.00998833333333333 -0.0167916666666667 0.0211883333333333 0.0208283333333333 -0.00198166666666667
0.00984833333333333 -0.142751666666667 -0.0100916666666667 -0.0211016666666667 0.00759833333333333 -0.0735016666666667 0.0237783333333333 -0.0233616666666667 -0.0229916666666667 -0.0575316666666667 -0.0500416666666667
0.0214316666666667 0.0242316666666667 0.0171916666666667 0.0118916666666667 0.0305416666666667 0.0219416666666667 0.0780016666666667 0.0224016666666667 -0.0141483333333333 -0.00371833333333333 0.0146016666666667
0.0901983333333333 0.122398333333333 0.0742383333333333 0.110198333333333 -0.0714016666666667 -0.0369916666666667 0.0573283333333333 0.0594483333333333 0.0579083333333333 0.0172283333333333 0.0499283333333333
0.0311716666666667 0.0888616666666667 0.0455716666666667 0.0416516666666667 0.00816166666666667 0.113031666666667 0.0248416666666667 0.0457416666666667 0.0550916666666667 0.0604016666666667 0.0219716666666667
0.0918683333333333 0.0857683333333333 0.119328333333333 0.0825183333333333 0.0438083333333333 0.0778583333333333 0.0821883333333333 0.0230283333333333 0.0230183333333333 0.0695983333333333 0.0691883333333333
-0.0917316666666667 -0.0498416666666667 -0.0399316666666667 -0.0780116666666667 -0.0193616666666667 -0.0366316666666667 0.0166683333333333 -0.0339416666666667 0.00105833333333333 0.0343183333333333 -0.0256016666666667
0.0744283333333333 0.189298333333333 0.133958333333333 0.110268333333333 0.00386833333333333 0.0541083333333333 -0.00242166666666667 0.0169583333333333 0.0111783333333333 0.0532083333333333 0.0571283333333333
0.027935 0.002825 0.012375 -0.009955 0.019175 -0.014765 -0.060405 -0.024285 -0.006335 -0.029125 0.001755
-0.00650333333333333 -0.0629433333333333 -0.0852033333333333 -0.0861433333333333 -0.0499133333333333 -0.0474833333333333 0.0325466666666667 0.0751766666666667 0.00727666666666667 0.0705266666666667 -0.0468933333333333
0.08737 0.06409 0.0684 0.13686 0.11666 0.04085 -0.00157 -0.02046 0.0257 0.04674 0.05411
0.0285816666666667 0.0582116666666667 -0.00973833333333333 0.0722516666666667 0.0749316666666667 -0.00420833333333333 0.0563416666666667 0.0261516666666667 0.0970616666666667 0.0493916666666667 0.0543716666666667
0.0554116666666667 0.171291666666667 0.138951666666667 0.156081666666667 0.00922166666666667 -0.0324283333333333 0.0295416666666667 0.0521416666666667 0.109851666666667 0.0296516666666667 0.0393416666666667
-0.0198283333333333 0.0295216666666667 0.0110616666666667 -0.00345833333333333 0.0825016666666667 0.105661666666667 0.0967916666666667 0.0642616666666667 0.0245316666666667 0.0447716666666667 0.0739116666666667
-0.0883333333333333 -0.0752133333333333 -0.120413333333333 -0.0745133333333333 0.0477066666666667 0.0179366666666667 0.0291866666666667 -0.0167233333333333 -0.0970233333333333 -0.0455633333333333 -0.0617333333333333
0.062615 0.152385 0.089275 0.080425 0.045295 0.062605 0.068995 0.068515 0.102145 0.042865 0.049025
-0.0409716666666667 0.104328333333333 -0.111081666666667 0.176728333333333 -0.0266916666666667 -0.0452216666666667 -0.0378616666666667 -0.00564166666666667 -0.0548216666666667 -0.0451216666666667 -0.0386216666666667
0.0578966666666667 -0.0618833333333333 0.0580366666666667 0.0227566666666667 -0.0200233333333333 -0.0471233333333333 -0.0517133333333333 -0.0304433333333333 -0.00428333333333333 -0.00473333333333333 0.0403066666666667
0.00146 0.10086 0.11844 0.02061 0.12506 0.05374 -0.04421 -0.04405 0.02417 -0.00123 0.01143
0.08103 -0.03293 0.10311 0.0922 0.05464 -0.0505 0.00364 -0.03342 -0.05841 -0.03484 0.00595
0.0522483333333333 -0.0280816666666667 0.0825483333333333 0.0806483333333333 0.104828333333333 0.194248333333333 0.0327883333333333 0.0858583333333333 0.0555183333333333 0.0774883333333333 0.0662083333333333
0.00248833333333333 -0.0982116666666667 0.00423833333333333 0.122218333333333 0.141668333333333 -0.0214216666666667 0.0366283333333333 -0.0111516666666667 0.0418383333333333 0.0565883333333333 0.0457583333333333
-0.029185 0.162545 -0.064095 0.137565 0.082055 -0.009665 0.093915 0.025445 -0.009625 0.076285 0.004955
0.0103633333333333 -0.118986666666667 -0.0332166666666667 -0.0815766666666667 0.128163333333333 0.0700433333333333 -0.0607066666666667 -0.0308066666666667 0.00512333333333333 -0.0336266666666667 -0.0229966666666667
0.10116 0.07528 0.14286 0.03282 0.1332 -0.07458 -0.00627 0.04436 -0.02754 0.00826 0.03529
0.0147666666666667 0.0109566666666667 -0.0803033333333333 0.00621666666666667 -0.0309133333333333 0.0781866666666667 -0.0947833333333333 -0.0175633333333333 -0.0736933333333333 -0.0198933333333333 -0.0157533333333333
-0.0791633333333333 -0.0234133333333333 -0.0657933333333333 -0.156593333333333 -0.221193333333333 -0.193363333333333 -0.0837633333333333 -0.100333333333333 -0.219773333333333 -0.0667533333333333 -0.149883333333333
0.124408333333333 0.187218333333333 0.118338333333333 0.134788333333333 0.0493783333333333 -0.0597516666666667 0.188468333333333 0.131178333333333 0.204458333333333 0.0754283333333333 0.0585583333333333
0.08217 0.03102 0.03915 0.01148 0.16074 0.14818 0.01175 -0.03378 0.03213 0.01086 0.07699
0.017605 0.106045 0.144865 0.041195 0.011305 0.110075 0.044495 0.029885 -0.051835 0.049165 0.055455
0.0171716666666667 -0.0127183333333333 -0.0493283333333333 0.113031666666667 0.0621716666666667 0.0204916666666667 -0.0185883333333333 -0.0118783333333333 0.0163116666666667 -0.0286583333333333 0.0527216666666667
-0.0528466666666667 0.0505333333333333 -0.00869666666666667 0.0253833333333333 0.0510833333333333 0.250533333333333 -0.109676666666667 -0.105346666666667 -0.166806666666667 -0.0429366666666667 0.0373933333333333
-0.00639 0.00743 0.10703 0.02376 -0.03829 -0.07821 0.04407 0.03637 0.09146 -0.05035 -0.03598
0.0071 -0.10555 -0.01726 0.04793 -0.04796 0.05065 0.19238 0.15077 0.18149 0.05639 0.03509
0.033435 -0.136125 -0.125255 -0.174295 0.132435 0.020135 0.117095 0.120365 0.125035 0.173575 0.034365
-0.06964 -0.03034 -0.04283 -0.07191 -0.1103 -0.075 -0.05146 -0.07032 -0.02462 -0.03719 -0.02872
0.000341666666666666 -0.00118833333333333 0.0889116666666667 0.0148816666666667 -0.0158483333333333 -0.0472883333333333 0.00843166666666667 0.0238916666666667 0.0613816666666667 -0.0382383333333333 0.0506316666666667
-0.0537616666666667 -0.0866916666666667 -0.0852816666666667 -0.0714516666666667 -0.136281666666667 -0.0776516666666667 0.0641783333333333 -0.0439016666666667 0.00865833333333333 0.0253783333333333 -0.0358416666666667
0.00625666666666667 0.135626666666667 -0.0104033333333333 0.112816666666667 0.0708066666666667 0.0880866666666667 -0.0329633333333333 0.0143966666666667 0.0218866666666667 -0.00506333333333333 -0.0101833333333333
-0.15808 -0.14377 -0.03493 -0.05357 -0.03987 -0.0539 -0.01312 -0.04249 -0.04935 -0.04035 -0.03245
0.10109 0.06898 0.22353 0.10222 0.09794 0.11512 0.03825 0.02482 0.01076 -0.02954 0.05849
-0.063045 0.040855 -0.015225 -0.088825 -0.083955 0.025055 0.056165 -0.027225 -0.036555 0.072605 0.014835
-0.0487433333333333 -0.0775033333333333 -0.146793333333333 -0.109503333333333 0.0513566666666667 0.00521666666666667 -0.0310033333333333 -0.0262133333333333 0.0398466666666667 0.0114266666666667 0.0535066666666667
-0.103023333333333 0.00120666666666667 0.168586666666667 0.111176666666667 -0.0618733333333333 0.103906666666667 -0.0982133333333333 -0.0390633333333333 -0.0952533333333333 0.0312566666666667 -0.0553333333333333
0.008815 -0.111955 -0.223495 -0.114405 -0.167945 -0.054275 -0.123465 -0.103725 -0.046625 -0.096725 -0.024735
0.0615483333333333 0.0488883333333333 0.00910833333333333 0.133388333333333 0.0988583333333333 0.0839983333333333 0.126728333333333 0.232918333333333 0.0912283333333333 0.0301083333333333 0.0919783333333333
0.0930433333333333 0.226823333333333 0.113993333333333 0.147423333333333 0.197733333333333 0.125853333333333 -0.0469666666666667 -0.0838266666666667 -0.0122866666666667 -0.00792666666666667 -0.0355166666666667
0.053715 -0.014415 0.073085 0.055175 -0.117835 -0.245145 0.071555 0.088715 0.096835 0.073245 -0.026745
0.0904983333333333 0.307248333333333 0.0220583333333333 0.0723983333333333 -0.0824316666666667 -0.182621666666667 0.0319183333333333 -0.0872316666666667 -0.0187516666666667 -0.0625016666666667 0.0191883333333333
-0.0666166666666667 0.0350833333333333 -0.0694066666666667 -0.106526666666667 0.0895133333333333 -0.0243466666666667 -0.0801066666666667 -0.0734966666666667 -0.0587766666666667 0.0141433333333333 -0.0213066666666667
0.045975 -0.299805 -0.025615 -8.5e-05 0.033925 0.271545 0.056815 0.072775 0.054245 0.020735 0.055625
0.08214 0.1063 0.0603 0.03402 0.04151 -0.10457 -0.04572 0.00388 -0.02543 0.08688 -0.05848
0.109288333333333 0.0965983333333333 0.203138333333333 -0.0440316666666667 0.0388583333333333 -0.0493216666666667 -0.0440116666666667 -0.0417516666666667 -0.0144716666666667 -0.00439166666666667 -0.0100416666666667
0.0374583333333333 0.0460183333333333 0.0254383333333333 0.0229883333333333 -0.134331666666667 -0.200311666666667 -0.0676716666666667 -0.000271666666666667 0.000118333333333333 -0.0135216666666667 -0.0852116666666667
-0.125128333333333 -0.0114783333333333 0.00897166666666667 0.0332716666666667 0.0254116666666667 0.0242316666666667 0.00441166666666667 0.0264916666666667 0.00985166666666667 -0.0168783333333333 -0.000758333333333333
-0.0742316666666667 -0.157551666666667 -0.126531666666667 -0.0227716666666667 0.211278333333333 0.0499383333333333 0.0714283333333333 -0.0180016666666667 -0.00780166666666667 -0.0363516666666667 0.0303483333333333
0.0879933333333333 0.00786333333333333 -0.0281566666666667 -0.00495666666666667 -0.0175466666666667 -0.00183666666666667 -0.0341666666666667 0.0323133333333333 -0.0375366666666667 -0.0356766666666667 -0.0963566666666667
-0.0404233333333333 -0.0389233333333333 -0.0530633333333333 -0.0936833333333333 0.00746666666666667 -0.0312533333333333 -0.00328333333333333 0.0212966666666667 -0.0532333333333333 -0.00430333333333333 -0.0678833333333333
-0.015935 0.105565 -0.002305 0.054165 0.055805 0.053865 0.086655 0.096545 0.070545 0.090605 0.073585
0.117723333333333 -0.00325666666666667 -0.0377666666666667 -0.00994666666666667 -0.177036666666667 0.0442333333333333 -0.00584666666666667 -0.00156666666666667 0.0349433333333333 0.00364333333333333 0.00207333333333333
-0.0794783333333333 -0.129238333333333 -0.127308333333333 -0.0691283333333333 0.00530166666666667 0.128021666666667 -0.0692083333333333 -0.0606883333333333 -0.0473483333333333 -0.0184583333333333 -0.0279083333333333
0.117905 0.068425 0.060755 0.026285 0.034545 -0.014585 -0.011555 0.006905 -0.007555 -0.046775 -0.013695
-0.07539 -0.02008 -0.04002 -0.07073 -0.21089 -0.13409 0.04085 -0.00269 -0.0159 -0.03585 -0.06691
0.04106 0.03735 0.02084 0.04452 -0.12902 -0.21864 -0.03581 -0.06832 -0.11486 -0.02088 -0.08392
0.02404 -0.05384 -0.04369 0.04309 -0.06808 -0.03863 -0.01868 0.04304 0.00337 -0.00053 0.0163
0.0365716666666667 0.0827516666666667 0.0601916666666667 0.0347216666666667 0.178501666666667 0.213351666666667 -0.0809983333333333 -0.0336283333333333 -0.0445183333333333 -0.0476883333333333 0.0736216666666667
0.0122316666666667 -0.0513683333333333 -0.128348333333333 -0.0812983333333333 -0.171418333333333 -0.0235383333333333 0.0515716666666667 0.0527016666666667 0.0126616666666667 0.0493916666666667 0.00616166666666667
0.037365 -0.045175 0.005085 0.044295 -0.021735 0.050885 0.003145 -0.066215 0.018005 -0.007735 -0.016945
-0.0213716666666667 0.0110783333333333 0.0348883333333333 -0.0153616666666667 -0.0288916666666667 0.0443183333333333 0.0673283333333333 0.0145483333333333 0.0265783333333333 0.0620683333333333 -0.0222116666666667
-0.0713416666666667 0.00471833333333333 -0.0569316666666667 -0.0312816666666667 0.106708333333333 0.139508333333333 0.0701483333333333 0.0675483333333333 0.0559383333333333 0.0597683333333333 0.0352483333333333
0.0286966666666667 -0.134633333333333 -0.0577033333333333 -0.0867333333333333 -0.0311433333333333 0.0597766666666667 -0.0447433333333333 -0.0408733333333333 -0.0393533333333333 -0.0849333333333333 -0.0628533333333333
-0.121001666666667 -0.0171916666666667 0.0493483333333333 -0.0460116666666667 0.107928333333333 -0.0248216666666667 0.0114083333333333 0.0128583333333333 0.0676383333333333 -0.00169166666666667 -0.0105216666666667
-0.208786666666667 -0.129696666666667 -0.108426666666667 0.0101433333333333 -0.0948966666666667 -0.141396666666667 -0.0127766666666667 0.0129133333333333 0.00349333333333333 0.0233733333333333 -0.0738766666666667
0.10471 0.03442 -0.02194 -0.07711 -0.15327 -0.13049 -0.08241 -0.15394 -0.17455 -0.10306 -0.08039
-0.03468 -0.00238 0.0172 0.02523 -0.12756 0.03753 0.01589 0.02972 0.00303 -0.03073 0.00353
0.00788166666666667 -0.0480383333333333 -0.0894383333333333 -0.124088333333333 -0.168728333333333 -0.188568333333333 -0.148798333333333 -0.0976683333333333 -0.112638333333333 -0.101498333333333 -0.111368333333333
0.0408833333333333 0.00157333333333333 0.185293333333333 0.0934433333333333 -0.127846666666667 -0.146556666666667 -0.0376566666666667 -0.0247066666666667 0.0636533333333333 0.0538533333333333 0.0851233333333333
0.044595 0.235195 0.094295 -0.004485 0.344125 0.207995 0.029145 0.000455 0.016975 0.039675 0.056045
-0.0873316666666667 -0.0712716666666667 -0.0420616666666667 -0.0314416666666667 -0.183771666666667 -0.0725316666666667 0.0357383333333333 -0.00920166666666667 0.00979833333333333 0.00302833333333333 -0.0613216666666667
-0.042105 -0.052315 -0.022525 -0.002935 -0.010655 -0.015355 -0.041315 -0.032265 -0.049365 -0.023585 -0.028385
-0.066555 -0.056505 -0.048635 -0.018765 -0.087695 -0.057675 -0.013355 0.006325 -0.053975 0.001955 -0.017975
0.0549283333333333 0.00948833333333333 0.0443683333333333 0.0439983333333333 -0.0970916666666667 -0.00538166666666667 0.0116583333333333 0.00653833333333333 0.0262783333333333 0.0263983333333333 0.00741833333333333
0.0858683333333333 0.115768333333333 0.0611283333333333 -0.0141016666666667 0.382038333333333 0.0713383333333333 -0.00224166666666667 -0.0294016666666667 0.0289983333333333 0.00620833333333333 0.0800983333333333
0.0955883333333333 -0.0591016666666667 -0.0455816666666667 0.0127683333333333 0.0185283333333333 -0.00699166666666667 0.0968483333333333 0.139688333333333 0.113348333333333 0.0402983333333333 0.0500083333333333
