IBM  KMB PG CAT DE JNJ MMM AA F HPQ WFC AXP FDX SP5
7.616567 -2.372033 9.221267 9.270167 10.72047 -1.901433 5.791767 4.945867 7.492867 -2.325633 7.448867 5.282567 -3.430133 5.436867
3.924467 -0.9282333 2.037067 9.576367 7.315367 6.880867 10.88167 1.966067 0.9224667 8.598867 4.729367 6.783367 10.09037 3.934467
16.75367 1.463567 7.635767 4.352167 3.223767 -3.915933 -7.755833 16.99207 8.250267 24.57917 11.69027 12.29727 11.13427 7.391467
-4.376333 -6.840133 -12.91803 3.254667 -1.966833 -8.826733 -5.014133 -7.208033 4.770467 -12.57123 -8.872333 -7.592533 2.475867 -6.172933
4.1498 3.2555 3.3434 -7.5169 -4.0732 1.3516 2.4387 -0.7165 4.5294 12.9249 6.2251 4.893 20.0014 4.9029
-7.489667 5.716133 -1.587067 -4.933267 -2.158367 -0.9558667 -1.428367 -11.38977 -2.668967 -11.82477 4.279733 -4.872167 -16.97667 -3.861967
10.94227 -0.1876333 11.61207 -6.891733 3.358667 9.650067 6.639967 -7.962533 -2.002033 -1.239733 16.85047 0.6934667 0.03986667 4.030367
-4.8821 -5.2511 4.328 0.7434 6.2427 4.2373 -16.2093 4.2168 12.506 1.844 3.0758 13.009 -9.3769 1.1432
-6.0353 5.4102 -1.9047 -0.9355 -9.8621 1.1929 1.3317 8.1058 5.4642 -4.0272 -6.3877 -6.6525 6.1307 0.595
5.537833 6.282433 7.869333 13.24773 5.973933 12.50953 2.405133 -4.024867 10.48273 11.01033 12.55013 7.193433 -2.537567 6.620733
-0.9577667 -9.958967 -1.008267 0.4972333 10.32913 -2.989667 6.247533 -6.637267 14.16643 -5.620667 0.9528333 1.523933 11.25893 4.575433
11.1398 0.8344 -2.7058 3.4468 -6.0634 -3.0508 3.2963 12.2124 8.2056 18.5224 -4.4727 11.1328 -4.8062 0.4951
1.175533 -2.756567 1.636533 -3.929267 -11.64657 -3.476067 -1.688167 -10.57797 12.81663 -17.74667 -2.510667 0.01143333 -6.115167 -2.299267
-2.7022 -7.3507 8.1543 -4.1124 1.9368 6.7343 -11.6836 -5.37 13.3199 -4.07 -3.952 10.6447 -2.5592 3.5288
14.99227 -2.456933 -12.93493 -8.174733 -24.40863 3.978567 -9.006533 4.705167 -3.091333 -7.720233 -4.080033 -3.380333 -3.700233 -1.574833
-15.24233 -15.70733 -4.030333 -13.81043 -18.29323 -10.76433 -8.494833 -13.48313 -22.11883 -12.90833 -17.54323 -29.74013 -17.91603 -14.98803
13.71123 6.676633 -7.410267 5.568233 -8.050867 13.02163 7.188833 18.19623 4.937933 8.954333 20.62423 -0.8649667 -10.87107 5.855433
15.2342 18.8058 24.7631 1.3273 17.4386 3.8234 7.7277 11.2897 16.0743 13.4835 3.4825 13.4462 16.9643 7.6994
10.9759 8.6999 -1.5655 9.6464 -2.2973 -0.3675 1.4221 -6.2035 1.1302 3.4707 -3.2246 13.2189 23.057 5.5451
11.29197 3.672167 3.842467 -7.319033 -5.639533 2.864967 -12.01183 0.05506667 6.217567 9.080767 10.18777 2.070167 37.11007 5.271667
-0.9718667 -8.962567 -0.5286667 -5.551867 -1.312267 1.128633 8.777133 11.70873 5.107933 14.36843 -12.72477 0.2237333 -9.051267 3.739233
-7.6169 -5.5143 -1.8831 4.8248 0.0139 0.2174 -4.238 -2.9549 -3.8288 -15.6013 5.1586 5.0978 16.5909 -3.5983
4.0483 1.6353 9.0574 0.453 18.4675 9.1468 -4.8426 1.3275 -4.7957 1.9404 -4.9618 8.3627 -2.7322 3.5094
17.6608 27.5434 -4.2784 40.4316 10.3221 3.9206 25.4376 50.7806 13.2434 15.9559 22.8154 10.6298 20.8791 3.4369
10.645 -4.8602 -0.8414 -15.1323 -11.0475 -5.0878 -3.3975 -11.6975 -11.0299 19.1971 -7.2925 -7.7399 -3.1466 -2.872
11.04157 -2.604933 -4.798533 8.958567 2.813967 5.422167 1.003967 12.11917 -1.584333 6.349467 6.494167 7.290867 -1.407033 5.062967
-3.135467 6.638333 1.449933 -2.129167 -3.090467 -7.458267 0.7711333 -3.611467 -13.62837 3.787533 -9.151067 0.8696333 -17.89067 -3.583767
-1.192933 -7.053133 9.199467 -3.804833 1.573867 12.19967 7.706167 7.771567 7.080867 0.2633667 2.202867 3.970967 -5.560933 -1.018733
-3.25 -7.2879 -5.9316 -3.5909 -0.3064 -10.5367 1.2634 -4.2622 -3.9871 -14.1172 -0.861 -2.2082 -8.7847 -3.2452
-19.2067 19.0263 11.803 1.1001 -6.7055 13.6086 -1.446 -2.5198 9.794 -18.6557 20.4152 13.8357 10.3667 5.8489
4.5979 1.0656 3.034 -16.5807 18.0258 -1.1099 0.6926 7.7277 -8.3952 27.4629 -2.8768 -2.1676 -2.7447 1.4837
4.236167 2.319367 0.5459667 1.049167 1.097967 -10.55383 1.986567 26.28427 5.135967 19.62987 -13.47093 9.438667 -3.107933 5.351067
3.612267 -5.505433 -7.909433 -9.580133 0.2771667 -8.151133 -4.785633 -16.48253 -6.187733 -5.278533 -1.525233 -1.210233 -3.802133 -5.533733
-8.8188 -17.5651 -13.5114 -17.841 -18.6313 -16.477 -5.6508 -1.8078 -16.7942 23.7869 -17.2563 -19.0133 -12.1529 -2.4733
14.36763 8.909333 -36.17827 12.00353 6.434933 -2.904767 -0.04896667 2.080533 9.886233 -1.563367 22.77723 10.51793 10.61703 9.197833
-5.980167 2.872833 5.846933 0.3524333 5.778333 16.96603 -2.659367 -8.122867 19.77323 1.127533 0.2952333 0.06713333 -3.370267 -3.551267
-4.0655 3.9404 10.8146 -3.4936 2.4587 8.3902 -0.823 -10.0201 -11.7839 -11.4547 10.0989 7.8787 -6.2868 -2.674
1.563133 -5.193167 -14.38397 -11.91207 -10.92227 13.35263 -4.264267 -1.222867 -8.243267 28.97383 -14.72037 -3.946367 6.568133 1.919233
2.127433 -0.3877667 -0.5403667 1.060533 3.726333 -9.146967 8.670033 3.813633 8.951033 -13.05927 6.116233 8.409833 3.779633 -2.130767
17.0067 1.3423 8.1738 7.3824 -15.0942 -1.3725 3.3981 9.8231 -10.5494 10.0821 4.5636 3.7924 1.3221 5.5624
-15.2727 -4.6325 7.8923 -8.6633 1.1167 1.6754 -2.5161 -24.3722 4.1512 -20.0362 5.8676 2.2484 9.3885 -5.8483
-12.95357 17.74393 6.636333 4.387133 10.20513 -2.438667 5.526533 12.82413 3.885933 -4.632867 0.3071333 -1.612067 5.174233 -1.004067
-5.458367 5.451733 4.297733 11.60703 10.01213 8.381333 3.449633 -1.821367 -13.43287 -32.50337 2.433233 -8.951667 1.747933 -8.521067
-9.571733 0.9811667 4.277067 19.86897 12.65587 4.581667 20.16997 18.36617 2.541167 -0.4255333 16.91047 -0.4808333 -17.09183 -0.07553333
31.33553 -8.832067 -8.394067 -6.246867 -6.742967 -11.78667 -8.603467 9.690233 21.12813 16.32333 -7.463967 -14.54977 13.13443 3.034533
-11.09417 10.01803 -2.271967 -6.331567 -5.579067 4.446733 2.033433 -3.074067 -1.754667 -22.11627 -4.037067 -7.243167 -10.21277 -9.635767
-4.092033 -5.109633 -11.57403 6.314367 -10.54033 -10.49883 -8.217533 0.1629667 0.7463667 8.297167 -0.7108333 -6.248033 1.464067 -6.788833
19.3905 -12.7506 -3.8369 13.5576 12.6935 9.9782 14.2203 14.8374 5.5808 -9.4047 -5.3761 2.6315 0.6132 7.3589
-3.080867 1.466033 6.675833 7.586733 -9.335067 0.5586333 -0.1588667 4.287733 -17.70327 2.828833 0.4435333 -1.055667 -5.222067 0.2073333
0.7824667 -7.354533 -0.9757333 -7.879433 1.609567 2.855167 -4.068833 -8.981433 0.5305667 -2.473633 -1.671433 -8.173033 0.2091667 -2.791233
-7.1863 8.491 11.6197 10.4967 10.5397 7.9075 -2.2382 -0.724 3.455 -14.0687 -1.0894 3.857 2.6179 -1.3697
-5.1465 1.7591 4.1272 -9.5359 2.6282 -2.5166 -6.6976 -2.7271 -21.0888 -6.16 0.1759 -9.975 1.4846 -6.6908
-8.4541 0.1507 -2.0541 -10.62 -12.5897 4.8834 -5.6955 -18.8716 -12.9024 -30.7241 -3.6106 -20.4287 -12.9278 -8.3923
17.646 -10.6477 1.7021 0.4227 -1.8285 4.3507 5.8972 4.3669 -6.8082 4.6798 -11.3161 1.3685 11.6023 1.6299
6.932167 4.636067 4.831967 5.881767 7.954467 0.7420667 10.19097 19.45987 17.85037 30.50367 8.856867 11.66887 11.47997 7.361767
4.504867 3.142667 2.015067 10.04477 9.586567 1.318367 3.027267 -8.042433 -17.14193 -6.370933 1.424567 8.306467 12.98607 0.6165667
-10.9427 0.6986 3.5653 -3.238 0.5725 -2.8279 -6.2368 0.7064 -2.1731 7.5061 7.1779 0.535 3.0815 -1.6949
-9.069967 3.670133 3.663333 10.25753 8.861933 6.063433 6.657633 5.072033 -2.889267 -9.144667 0.9552333 1.529433 7.904433 -2.220767
5.843533 3.604833 6.101533 2.264833 -4.655767 6.501033 -2.625167 0.3033333 10.67073 -10.58657 5.181333 12.22393 0.2656333 3.524733
-19.60483 0.5836667 0.4671667 -3.450233 -1.877733 -1.821533 9.238467 -9.973733 -3.114833 -4.825633 3.399167 0.1740667 -11.21043 -6.285133
-3.916867 -0.4512667 -0.9307667 -4.446667 4.860333 -3.753667 0.05453333 3.088233 10.79333 11.49323 2.847033 3.513433 4.268433 -1.052267
-10.64507 -4.177367 0.4013333 -6.493267 2.241333 -14.95827 -2.078967 -5.373267 -9.490067 -19.68067 -4.607267 -14.70297 -1.068467 -7.388167
-2.3622 -1.6723 -0.028 -8.1073 -12.4156 1.276 2.1608 -18.0887 -15.3275 -7.5353 1.4581 -2.8382 -4.728 -8.0395
7.1519 -2.117 -0.5171 -2.5064 9.1463 2.7235 -0.3416 -7.3808 -12.7556 -5.2233 3.0305 2.1339 -7.2008 0.3531
-22.78113 -4.982133 0.6876667 -14.84713 -0.6802333 -0.5593333 -12.12463 -23.21273 -16.87333 -12.64513 -7.857633 -13.66883 5.714267 -11.13713
35.24823 -9.206567 -0.7134667 10.56153 1.936533 8.503733 15.29983 14.16883 -12.78477 35.25823 4.664833 16.77023 6.099633 8.511933
10.1965 -2.3938 -4.5344 22.0517 10.1583 -2.6982 2.6783 16.398 34.4129 23.1886 -7.9884 6.9363 -1.2681 5.6045
-10.93667 -5.166767 1.568933 -8.475967 -10.03077 -5.904167 -5.143467 -10.94067 -18.37687 -10.57147 1.329133 -9.089667 3.134633 -6.132467
0.8057 -2.5201 -0.051 -3.1377 -8.0582 -0.2837 0.9163 -13.3108 -1.0652 0.1905 0.9693 0.4117 -3.0853 -2.839
-0.2254 -1.1554 -4.4331 6.7693 -2.0406 -1.8789 1.0908 4.3537 -8.7693 -9.0579 -3.7285 -5.5858 -2.3789 -1.7979
0.5216333 -0.1596667 8.689133 4.586733 -4.685767 10.23943 3.622833 -5.557567 -9.709567 -1.482167 -0.8879667 -1.136467 7.143233 0.7416333
8.155233 9.386733 1.264633 7.527733 12.05563 -2.703467 -3.162667 18.99773 38.20373 4.728933 7.174133 14.07973 8.640133 8.010233
3.797733 4.250833 2.103333 -0.9446667 -0.9067667 -3.229667 0.7756333 7.237433 1.852533 19.54273 0.6153333 9.947833 6.757833 5.000733
-6.369267 0.9824333 -2.951867 6.653933 5.075633 -4.952467 1.908033 3.539733 4.590033 9.564333 4.271133 0.2834333 -3.046367 1.055533
-1.5902 -7.248 -1.0337 21.7719 11.041 0.0991 8.624 8.827 1.4719 -0.6853 0.1829 5.8088 3.7296 1.5474
1.053133 5.520033 -0.7392667 6.382933 11.20483 -3.882967 2.010733 3.305733 4.441633 -5.936467 0.03953333 1.913133 4.129533 1.708133
7.628067 0.9977667 6.256867 -4.240933 -5.351733 -0.1993333 -3.117533 -8.481733 -6.912233 -2.536933 2.634067 -0.05613333 -3.982933 -1.272733
1.225233 2.826733 6.306633 6.910533 13.63553 1.559033 14.11183 20.60373 13.47953 15.16093 9.282533 4.295233 17.50833 5.419533
1.2859 2.5924 -2.1632 3.7025 0.9288 -1.6471 0.5565 4.3254 8.7436 -2.6324 2.5148 -2.6771 -4.1166 0.6354
2.2886 9.534 3.7072 9.09 6.5231 4.712 7.5034 15.7433 21.1371 5.9508 2.6461 5.6568 -7.1451 5.0015
6.993967 -0.1241333 1.583667 -5.517833 -3.839633 3.333567 -7.059133 -10.12593 -8.573333 3.496567 -2.586533 7.411667 -0.3992333 1.654267
-2.6674 9.4382 1.3372 -3.1237 2.5263 1.289 -0.9752 9.9869 -5.5108 -4.6172 0.6018 2.9703 2.0034 1.1434
-4.907333 -1.902733 2.233667 4.304467 8.266667 -5.995633 4.856267 -7.497633 -1.387433 0.8463667 -1.264033 -2.830133 9.444067 -1.714233
-4.074433 3.645867 1.227967 -1.305133 -1.910633 6.447667 5.552567 -11.43603 13.84947 -13.82613 -0.4489333 -5.671433 -4.402433 -1.757433
0.5955 0.6026 1.8724 -3.1469 -3.5242 3.5519 -1.8889 2.1914 -3.4053 7.7323 4.8566 3.4901 2.2373 1.1233
-0.6025333 0.4707667 0.8772667 5.322167 7.078367 -0.1237333 6.339267 5.421367 5.281367 -0.3883333 -2.775933 1.432667 11.01137 1.693067
-1.336033 -2.858233 -3.858033 -7.084633 -10.56133 -0.8828333 -8.609933 -3.138433 -5.414333 -4.613233 0.2036667 -2.310133 0.1217667 -3.539933
-2.650033 3.981567 7.201667 -1.198333 0.6090667 5.512667 0.3137667 1.437667 -4.267333 -11.33923 3.046867 -0.5810333 0.01096667 0.1053667
1.1023 -2.7012 -3.4428 10.5227 2.3281 -3.184 -3.0394 3.5994 -0.5627 5.1168 1.3604 2.7413 4.4606 0.7989
4.530233 -7.763967 -5.117067 0.4748333 -7.536267 3.492633 -3.147767 -3.391667 -6.694667 -0.6266667 0.004233333 3.215133 6.190133 1.254733
5.0308 6.4305 4.3214 13.4977 19.8175 3.6387 2.8957 4.8429 8.6533 7.0086 4.0639 4.8021 4.1185 3.687
4.4228 5.5679 2.8093 6.3276 3.9301 4.9568 2.9335 -7.7163 3.0615 5.0675 0.4327 1.0022 3.5321 3.0633
-5.428467 -0.6500667 -3.099067 -8.398467 -6.874267 1.824133 2.596133 -6.273067 -9.552067 -6.774967 -1.561867 -5.338767 -3.077667 -2.723167
