date             mrk
19991029       0.227580
19991130      -0.010998
19991231      -0.142462
20000131       0.173023
20000229      -0.218874
20000331       0.013848
20000428       0.118712
20000531       0.077914
20000630       0.026801
20000731      -0.064437
20000831      -0.020541
20000929       0.065295
20001031       0.208228
20001130       0.030577
20001229       0.013783
20010131      -0.122243
20010228      -0.024093
20010330      -0.049377
20010430       0.000922
20010531      -0.034751
20010629      -0.124401
20010731       0.063683
20010831      -0.037217
20010928       0.023041
20011031      -0.041892
20011130       0.061746
20011231      -0.126937
20020131       0.006463
20020228       0.036330
20020328      -0.055438
20020430      -0.056270
20020531       0.050791
20020628      -0.107005
20020731      -0.020537
20020830       0.018548
20020930      -0.088084
20021031       0.186611
20021129       0.095317
20021231      -0.041071
20030131      -0.021551
20030228      -0.047662
20030331       0.045308
20030430       0.062066
20030530      -0.044689
20030630       0.095898
20030731      -0.087036
20030829      -0.036605
20030930       0.013315
20031031      -0.125840
20031128      -0.082486
20031231       0.147044
20040130       0.030303
20040227       0.010084
20040331      -0.073211
20040430       0.063589
20040528       0.006383
20040630       0.012051
20040730      -0.045263
20040831      -0.008379
20040930      -0.257727
20041029      -0.051212
20041130      -0.105078
20041231       0.160600
20050131      -0.127256
20050228       0.130125
20050331       0.033123
20050429       0.047266
20050531      -0.043068
20050630      -0.038841
20050729       0.008442
20050831      -0.078880
20050930      -0.036132
20051031       0.037119
20051130       0.055280
20051230       0.081973
20060131       0.084565
20060228       0.010435
20060331       0.021515
20060428      -0.022992
20060531      -0.021790
20060630       0.094323
20060731       0.105408
20060831       0.016389
20060929       0.033292
20061031       0.084009
20061130      -0.020035
20061229      -0.011907
20070131       0.026376
20070228      -0.013408
20070330       0.009060
20070430       0.164591
20070531       0.019635
20070629      -0.043279
20070731      -0.003012
20070831       0.010473
20070928       0.037871
20071031       0.127104
20071130       0.018881
20071231      -0.014656
20080131      -0.206677
20080229      -0.039046
20080331      -0.134763
20080430       0.002372
20080530       0.024185
20080630      -0.022844
20080731      -0.127089
20080829       0.084194
20080930      -0.104570
20081031      -0.019328
20081128      -0.136672
20081231       0.151946
