date              gm          sp
19990722      -0.012218     -0.013282
19990723      -0.000951     -0.002961
19990726       0.004762     -0.006765
19990727       0.002844      0.011189
19990728      -0.005671      0.001878
19990729      -0.027567     -0.017848
19990730      -0.043988     -0.009180
19990802       0.012270     -0.000504
19990803       0.019192     -0.004420
19990804      -0.003964     -0.012744
19990805      -0.028856      0.006420
19990806      -0.012295     -0.010215
19990809       0.037344     -0.001915
19990810      -0.019000     -0.012614
19990811       0.019527      0.015998
19990812      -0.023185     -0.002896
19990813       0.059856      0.022740
19990816      -0.038948      0.002327
19990817       0.015198      0.010062
19990818       0.000998     -0.008422
19990819       0.006979     -0.006940
19990820       0.000000      0.009837
19990823       0.019802      0.017664
19990824       0.002913      0.002411
19990825       0.020329      0.013414
19990826       0.018027     -0.014315
19990827      -0.016775     -0.010088
19990830      -0.015166     -0.017986
19990831       0.020212     -0.002727
19990901       0.008491      0.008073
19990902      -0.025257     -0.008985
19990903       0.021113      0.028906
19990907      -0.015038     -0.005003
19990908      -0.010496     -0.004665
19990909      -0.007715      0.002611
19990910       0.007775      0.002968
19990913       0.008679     -0.005571
19990914      -0.004780     -0.005833
19990915      -0.019212     -0.013710
19990916       0.021548      0.000387
19990917      -0.001918      0.012848
19990920      -0.000961      0.000082
19990921      -0.025962     -0.020928
19990922      -0.002962      0.002241
19990923      -0.005941     -0.022968
19990924      -0.010956     -0.002382
19990927       0.007049      0.004658
19990928      -0.013000     -0.000865
19990929       0.014184     -0.010786
19990930       0.005994      0.011306
19991001      -0.010924      0.000078
19991004       0.031124      0.016986
19991005       0.018500     -0.002491
19991006       0.005736      0.018481
19991007      -0.001901     -0.005855
19991008       0.025714      0.013949
19991011      -0.004643     -0.000606
19991012      -0.014925     -0.016604
19991013      -0.013258     -0.020936
19991014      -0.001919     -0.001657
19991015      -0.044231     -0.028058
19991018       0.023139      0.005387
19991019       0.002950      0.005733
19991020       0.021569      0.022286
19991021       0.003839     -0.004514
19991022       0.006692      0.014054
19991025      -0.011396     -0.006161
19991026       0.001921     -0.009060
19991027       0.023969      0.011545
19991028       0.016854      0.035266
19991029       0.037753      0.015263
19991101      -0.023957     -0.006464
19991102      -0.005455     -0.004712
19991103       0.000914      0.005335
19991104       0.011872      0.005690
19991105      -0.005415      0.005570
19991108       0.009982      0.004948
19991109       0.002715     -0.008518
19991110       0.024368      0.005991
19991111      -0.015859      0.005825
19991112       0.020591      0.010569
19991115       0.014912     -0.001196
19991116       0.002593      0.018417
19991117      -0.019828     -0.006591
19991118      -0.017590      0.010087
19991119      -0.000895     -0.002063
19991122       0.046595     -0.000745
19991123      -0.000856     -0.011471
19991124      -0.022279      0.008856
19991126       0.000876     -0.000325
19991129       0.041156     -0.006205
19991130      -0.031119     -0.013439
19991201       0.006076      0.006343
19991202      -0.004314      0.008099
19991203       0.050260      0.017217
19991206       0.009901     -0.006956
19991207      -0.050654     -0.009949
19991208       0.005164     -0.003754
19991209      -0.004281      0.003013
19991210      -0.009458      0.006342
19991213      -0.012153     -0.001284
19991214      -0.010545     -0.008515
19991215       0.012433      0.007234
19991216       0.017544      0.003863
19991217      -0.020690      0.001586
19991220       0.024648     -0.002069
19991221      -0.029210      0.010817
19991222       0.010619      0.001884
19991223       0.020140      0.015465
19991227      -0.028326     -0.000850
19991228       0.025618      0.000384
19991229       0.000000      0.003979
19991230       0.000861      0.000690
19991231       0.000861      0.003264
20000103       0.026655     -0.009549
20000104      -0.040201     -0.038345
20000105       0.000000      0.001922
20000106      -0.000873      0.000956
20000107       0.045415      0.027090
20000110       0.009190      0.011190
20000111      -0.033940     -0.013063
20000112       0.047129     -0.004386
20000113       0.000000      0.012170
20000114       0.076923      0.010671
20000118       0.009119     -0.006832
20000119      -0.018072      0.000522
20000120       0.009202     -0.007095
20000121      -0.003799     -0.002912
20000124      -0.025934     -0.027634
20000125      -0.023493      0.006065
20000126       0.008019     -0.004213
20000127       0.054893     -0.003938
20000128      -0.046757     -0.027457
20000131       0.019778      0.025218
20000201       0.058185      0.010628
20000202      -0.045455     -0.000114
20000203       0.006144      0.011248
20000204       0.006107     -0.000421
20000207      -0.023520     -0.000091
20000208      -0.012432      0.012273
20000209       0.002360     -0.020822
20000210      -0.028436      0.003634
20000211      -0.038211     -0.020969
20000214       0.014370      0.002033
20000215      -0.012500      0.008713
20000216       0.009283     -0.010256
20000217      -0.008361      0.000425
20000218      -0.005059     -0.030376
20000222      -0.001695      0.004517
20000223      -0.008489      0.006301
20000224       0.030822     -0.005336
20000225       0.024086     -0.014829
20000228       0.008110      0.011017
20000229      -0.020917      0.013627
20000301      -0.023829      0.009346
20000302      -0.004209      0.001863
20000303       0.026205      0.019837
20000306       0.005766     -0.012695
20000307      -0.022932     -0.025631
20000308       0.015926      0.008173
20000309       0.023927      0.025602
20000310       0.003223     -0.004723
20000313       0.000000     -0.008207
20000314      -0.022490     -0.017685
20000315       0.036154      0.024280
20000316       0.062649      0.047639
20000317      -0.043284      0.004114
20000320       0.010920     -0.005353
20000321      -0.010031      0.025566
20000322       0.019486      0.004532
20000323       0.064220      0.017799
20000324      -0.018678      0.000072
20000327      -0.004392     -0.002357
20000328      -0.012500     -0.010585
20000329      -0.034996      0.000524
20000330       0.010802     -0.013656
20000331       0.011450      0.007164
20000403       0.024151      0.004931
20000404      -0.022845     -0.007464
20000405      -0.005279     -0.004924
20000406       0.027293      0.009392
20000407      -0.000738      0.009998
20000410       0.016248     -0.007841
20000411       0.016715     -0.002572
20000412       0.000715     -0.022271
20000413       0.005714     -0.018171
20000414      -0.067472     -0.058278
20000417       0.040366      0.033084
20000418       0.030747      0.028663
20000419       0.005682     -0.009808
20000420       0.002825      0.004953
20000424      -0.011268     -0.003262
20000425       0.019231      0.033276
20000426       0.028651     -0.011134
20000427       0.008832      0.002690
20000428       0.008754     -0.008526
20000501      -0.010013      0.010892
20000502       0.007417     -0.014957
20000503      -0.056894     -0.021566
20000504      -0.017033     -0.003908
20000505      -0.005776      0.016360
20000508      -0.013798     -0.005905
20000509       0.030191     -0.008447
20000510      -0.050751     -0.020600
20000511      -0.001515      0.017902
20000512       0.041730      0.009341
20000515       0.007283      0.022098
20000516       0.033261      0.009419
20000517      -0.031491     -0.012442
20000518       0.033960     -0.007315
20000519      -0.027952     -0.021055
20000522      -0.109993     -0.004428
20000523      -0.031502     -0.019176
20000524       0.007506      0.018335
20000525      -0.041391     -0.012530
20000526      -0.026770     -0.002533
20000530       0.020408      0.032242
20000531      -0.017391     -0.001301
20000601      -0.011504      0.019858
20000602      -0.017010      0.019637
20000605       0.024590     -0.006519
20000606      -0.025778     -0.006671
20000607       0.022810      0.009274
20000608      -0.018733     -0.006586
20000609      -0.002727     -0.003229
20000612       0.006381     -0.007516
20000613      -0.009964      0.016210
20000614      -0.010979      0.000749
20000615      -0.037003      0.005569
20000616      -0.034582     -0.009650
20000619       0.025871      0.014708
20000620      -0.034918     -0.006763
20000621       0.002010      0.002155
20000622      -0.037111     -0.018220
20000623       0.028125     -0.007368
20000626      -0.020263      0.009594
20000627       0.004137     -0.003271
20000628      -0.008239      0.002944
20000629      -0.015576     -0.008544
20000630      -0.020042      0.008465
20000703       0.026911      0.010271
20000705       0.009434     -0.015862
20000706       0.018692      0.007219
20000707      -0.017329      0.015261
20000710       0.035270     -0.002218
20000711      -0.016032      0.003565
20000712       0.024440      0.008130
20000713      -0.017893      0.001956
20000714       0.001012      0.009453
20000717      -0.023256      0.000338
20000718       0.006211     -0.011089
20000719       0.003086     -0.007886
20000720      -0.013333      0.009184
20000721      -0.002079     -0.010284
20000724      -0.011458     -0.010742
20000725      -0.008430      0.006952
20000726      -0.008502     -0.014955
20000727      -0.007503     -0.001928
20000728      -0.007559     -0.020509
20000731      -0.008705      0.007705
20000801       0.031833      0.005081
20000802      -0.008511      0.000417
20000803       0.000000      0.009634
20000804       0.019313      0.007139
20000807       0.011579      0.011204
20000808       0.028096      0.002352
20000809      -0.017206     -0.006697
20000810       0.023884     -0.008568
20000811       0.026369      0.007937
20000814       0.013834      0.013398
20000815      -0.008772     -0.004780
20000816       0.017699     -0.003085
20000817       0.011594      0.010961
20000818       0.044890     -0.002908
20000821      -0.009141      0.005202
20000822       0.023063     -0.000900
20000823      -0.005410      0.005233
20000824       0.057117      0.001554
20000825      -0.019726     -0.001233
20000828       0.042870      0.005072
20000829      -0.010906     -0.002807
20000830      -0.018660     -0.004802
20000831      -0.001729      0.010043
20000901       0.010390      0.002036
20000905       0.000000     -0.009002
20000906       0.013710     -0.009840
20000907       0.024514      0.006876
20000908      -0.032178     -0.005331
20000911       0.016198     -0.003506
20000912      -0.031879     -0.004882
20000913       0.011265      0.001970
20000914       0.000857     -0.002721
20000915      -0.032534     -0.010170
20000918      -0.019469     -0.014531
20000919      -0.015343      0.010654
20000920      -0.012832     -0.005863
20000921       0.016713     -0.001578
20000922      -0.002740     -0.000228
20000925      -0.022894     -0.006689
20000926      -0.005623     -0.008214
20000927       0.000000     -0.000448
20000928       0.011310      0.022235
20000929      -0.030755     -0.014935
20001002       0.032692     -0.000195
20001003      -0.018622     -0.006803
20001004       0.000000      0.005510
20001005      -0.039848      0.001367
20001006      -0.015810     -0.019000
20001009       0.000000     -0.004940
20001010      -0.041165     -0.010706
20001011      -0.017801     -0.016171
20001012      -0.021322     -0.025509
20001013       0.005447      0.033381
20001016      -0.005417      0.000327
20001017      -0.027233     -0.017932
20001018      -0.021277     -0.005808
20001019       0.059497      0.034743
20001020       0.007559      0.005883
20001023      -0.035370     -0.000823
20001024       0.024444      0.001684
20001025      -0.023861     -0.023767
20001026       0.011111     -0.000337
20001027       0.054945      0.011096
20001030      -0.002083      0.013830
20001031       0.037578      0.021978
20001101      -0.012072     -0.005723
20001102      -0.030550      0.004996
20001103      -0.042017     -0.001141
20001106       0.069079      0.003855
20001107      -0.064615     -0.000223
20001108       0.013158     -0.015777
20001109       0.002165     -0.006486
20001110      -0.038877     -0.024398
20001113       0.016854     -0.010776
20001114       0.026519      0.023452
20001115       0.004343      0.004960
20001116      -0.018378     -0.012584
20001117      -0.015419     -0.003352
20001120      -0.077181     -0.018352
20001121      -0.004848      0.003523
20001122      -0.012180     -0.018548
20001124       0.013564      0.014678
20001127      -0.017032      0.005366
20001128      -0.033416     -0.009548
20001129       0.034571      0.004371
20001130      -0.019802     -0.020105
20001201       0.016414      0.000213
20001204       0.024845      0.007406
20001205       0.032727      0.038922
20001206      -0.022300     -0.018220
20001207      -0.013205     -0.005853
20001208      -0.007299      0.019605
20001211       0.011029      0.007526
20001212       0.003636     -0.006535
20001213       0.027778     -0.008161
20001214       0.014101     -0.014015
20001215      -0.002317     -0.021463
20001218      -0.031359      0.008071
20001219      -0.004796     -0.012958
20001220      -0.036145     -0.031296
20001221       0.027500      0.008002
20001222      -0.025547      0.024403
20001226       0.016230      0.007060
20001227       0.011057      0.010440
20001228      -0.013366      0.003988
20001229       0.003695     -0.010448
20010102       0.024540     -0.028032
20010103       0.050299      0.050099
20010104       0.042189     -0.010552
20010105      -0.054705     -0.026242
20010108      -0.026620     -0.001918
20010109       0.030916      0.003812
20010110      -0.026528      0.009586
20010111      -0.007109      0.010318
20010112       0.009547     -0.006406
20010116       0.054374      0.006319
20010117      -0.015695      0.002126
20010118       0.020501      0.013915
20010119      -0.010045     -0.004028
20010122       0.006764      0.000268
20010123      -0.024636      0.013032
20010124      -0.018370      0.002867
20010125       0.019883     -0.004977
20010126      -0.013761     -0.001886
20010129       0.009302      0.006805
20010130       0.024885      0.007008
20010131      -0.034173     -0.005620
20010201       0.012104      0.005461
20010202       0.030359     -0.017474
20010205       0.022500      0.003587
20010206       0.015019     -0.001514
20010207      -0.033895     -0.008408
20010208      -0.014604     -0.006235
20010209      -0.015905     -0.013336
20010212       0.012856      0.011827
20010213       0.007797     -0.008652
20010214      -0.011155     -0.002184
20010215       0.014322      0.008124
20010216      -0.020275     -0.018905
20010220      -0.010532     -0.017357
20010221      -0.020355     -0.018508
20010222      -0.006481     -0.001952
20010223       0.017076     -0.005555
20010226       0.047916      0.017490
20010227      -0.017102     -0.007660
20010228      -0.023443     -0.014309
20010301       0.012378      0.001040
20010302       0.005928     -0.005680
20010305       0.019890      0.005858
20010306      -0.007042      0.009981
20010307       0.027460      0.006452
20010308       0.034513      0.002259
20010309       0.008554     -0.024764
20010312      -0.033927     -0.043181
20010313      -0.008955      0.014829
20010314      -0.025514     -0.025842
20010315      -0.007273      0.005871
20010316       0.002747     -0.019624
20010319       0.028128      0.017627
20010320      -0.019542     -0.024077
20010321      -0.030259     -0.017924
20010322      -0.022795     -0.004064
20010323      -0.003250      0.019909
20010326       0.030884      0.011282
20010327      -0.012654      0.025575
20010328      -0.029024     -0.024430
20010329       0.011064     -0.004630
20010330      -0.004607      0.010784
20010402       0.003472     -0.012462
20010403      -0.021142     -0.034393
20010404       0.021991     -0.002901
20010405       0.026513      0.043680
20010406      -0.015909     -0.019984
20010409       0.016736      0.008117
20010410       0.010101      0.027066
20010411      -0.014815     -0.002131
20010412      -0.001880      0.015104
20010416      -0.001883     -0.003228
20010417       0.011887      0.010282
20010418       0.059109      0.038890
20010419      -0.001937      0.012551
20010420       0.000882     -0.008551
20010423      -0.013394     -0.014980
20010424      -0.008396     -0.012161
20010425      -0.000360      0.015941
20010426      -0.001622      0.004696
20010427      -0.006318      0.015010
20010430      -0.004360     -0.002865
20010501       0.005656      0.013590
20010502       0.026851      0.000782
20010503      -0.009187     -0.014873
20010504       0.004458      0.014440
20010507       0.005681     -0.002447
20010508      -0.007944     -0.001828
20010509      -0.007117     -0.004488
20010510       0.004159     -0.000287
20010511      -0.018008     -0.007577
20010514       0.008619      0.002609
20010515      -0.007091      0.000416
20010516       0.036440      0.028453
20010517       0.003534      0.002724
20010518       0.000000      0.002693
20010521      -0.012324      0.016154
20010522       0.014082     -0.002628
20010523      -0.030058     -0.015526
20010524       0.025553      0.003196
20010525      -0.006008     -0.011816
20010529       0.019200     -0.007794
20010530      -0.021280     -0.015655
20010531       0.014080      0.006202
20010601       0.028822      0.003862
20010604      -0.009224      0.005108
20010605       0.015862      0.012990
20010606      -0.010014     -0.010549
20010607       0.012344      0.005457
20010608       0.000847     -0.009397
20010611       0.000677     -0.008356
20010612       0.004227      0.001164
20010613       0.002357     -0.011347
20010614       0.011423     -0.017502
20010615      -0.014283     -0.004517
20010618       0.036394     -0.004883
20010619       0.001788      0.003434
20010620       0.002921      0.008709
20010621       0.048867      0.011364
20010622      -0.030238     -0.009450
20010625      -0.007159     -0.005509
20010626       0.003044     -0.001510
20010627       0.000319     -0.004676
20010628       0.018365      0.012493
20010629       0.009095     -0.001452
20010702       0.003108      0.010037
20010703       0.002634     -0.001827
20010705      -0.019623     -0.012321
20010706      -0.025374     -0.023498
20010709       0.008247      0.006879
20010710       0.006255     -0.014398
20010711       0.043513     -0.001134
20010712       0.007026      0.023691
20010713       0.003944      0.006241
20010716       0.012842     -0.010883
20010717      -0.015662      0.009971
20010718      -0.015002     -0.005542
20010719      -0.013692      0.006053
20010720       0.013882     -0.003432
20010723      -0.026923     -0.016369
20010724      -0.018498     -0.016272
20010725       0.014014      0.016080
20010726       0.015091      0.010449
20010727      -0.015649      0.002402
20010730       0.000000     -0.001078
20010731       0.011129      0.005571
20010801      -0.014623      0.003880
20010802       0.012606      0.003964
20010803      -0.002836     -0.005243
20010806      -0.002054     -0.011422
20010807       0.002217      0.003265
20010808      -0.017380     -0.017328
20010809       0.007397     -0.000084
20010810       0.012929      0.005687
20010813      -0.002206      0.000949
20010814       0.003001     -0.003828
20010815      -0.016060     -0.007339
20010816       0.009356      0.003090
20010817      -0.049544     -0.016663
20010820      -0.058349      0.008124
20010821      -0.005357     -0.012079
20010822       0.026930      0.006956
20010823      -0.017308     -0.002763
20010824       0.013877      0.019654
20010827      -0.005264     -0.004827
20010828      -0.004763     -0.015010
20010829      -0.010103     -0.011115
20010830      -0.029364     -0.017038
20010831       0.009961      0.004030
20010904      -0.002740     -0.000565
20010905      -0.003663     -0.001059
20010906      -0.020772     -0.022390
20010907      -0.035104     -0.018637
20010910       0.003502      0.006226
20010917      -0.135324     -0.049216
20010918      -0.013229     -0.005805
20010919      -0.014315     -0.016112
20010920      -0.061780     -0.031060
20010921      -0.011057     -0.019034
20010924       0.074037      0.038983
20010925      -0.043257      0.008790
20010926      -0.030464     -0.005167
20010927       0.026434      0.011489
20010928       0.042274      0.021922
20011001       0.005361     -0.002296
20011002      -0.004173      0.012306
20011003      -0.005355      0.019927
20011004      -0.035346     -0.002471
20011005       0.027906      0.001636
20011008      -0.016761     -0.008344
20011009      -0.020168     -0.005356
20011010       0.052683      0.022938
20011011       0.045857      0.015208
20011012      -0.016693     -0.005267
20011015       0.016297     -0.001530
20011016      -0.020713      0.006936
20011017      -0.027291     -0.018633
20011018      -0.017536     -0.007873
20011019      -0.015707      0.004557
20011022       0.029255      0.015296
20011023       0.013625     -0.004698
20011024       0.042874      0.000387
20011025      -0.008222      0.013721
20011026       0.017253      0.004109
20011029      -0.058150     -0.023818
20011030      -0.021515     -0.017166
20011031      -0.012428     -0.000009
20011101       0.023717      0.022948
20011102      -0.001182      0.002860
20011105       0.036213      0.014386
20011106      -0.007994      0.014526
20011107      -0.015888     -0.002735
20011108       0.023631      0.002456
20011109      -0.005714      0.001582
20011112      -0.014023     -0.001767
20011113       0.060620      0.018563
20011114       0.023116      0.001861
20011115       0.017814      0.000903
20011116       0.009605     -0.003143
20011119       0.009302      0.010899
20011120      -0.015920     -0.007298
20011121      -0.015751     -0.004927
20011123       0.031358      0.011706
20011126       0.019291      0.006155
20011127      -0.007612     -0.006843
20011128      -0.013267     -0.018251
20011129       0.020798      0.010350
20011130       0.022844     -0.000658
20011203      -0.013481     -0.008381
20011204       0.015705      0.013187
20011205       0.026707      0.022318
20011206       0.032271     -0.002777
20011207      -0.022546     -0.007531
20011210      -0.024230     -0.015868
20011211      -0.033572     -0.002781
20011212      -0.001850      0.000273
20011213      -0.025329     -0.015558
20011214       0.003169      0.003314
20011217      -0.004212      0.010035
20011218       0.007403      0.007546
20011219       0.009868      0.005810
20011220      -0.000208     -0.008377
20011221      -0.016220      0.004351
20011224       0.003171     -0.000210
20011226       0.005057      0.004124
20011227       0.005660      0.006752
20011228       0.019804      0.003362
20011231      -0.006541     -0.011145
20020102       0.000823      0.005740
20020103       0.014597      0.009180
20020104       0.014995      0.006213
20020107       0.010381     -0.006499
20020108      -0.016795     -0.003588
20020109       0.009646     -0.004799
20020110      -0.003384      0.001221
20020111      -0.005992     -0.009468
20020114      -0.003215     -0.006276
20020115       0.007055      0.006834
20020116      -0.001401     -0.016245
20020117       0.008218      0.010030
20020118      -0.010537     -0.009922
20020122      -0.025116     -0.007334
20020123       0.004122      0.007925
20020124      -0.012110      0.003519
20020125       0.007272      0.000998
20020128       0.038366     -0.000194
20020129      -0.018474     -0.028613
20020130       0.019227      0.011748
20020131       0.015488      0.014934
20020201      -0.000587     -0.007078
20020204      -0.016435     -0.024737
20020205      -0.008753     -0.004039
20020206      -0.030504     -0.005972
20020207       0.005175     -0.003083
20020208       0.026565      0.014859
20020211       0.003009      0.014340
20020212      -0.008600     -0.003993
20020213       0.042970      0.009941
20020214      -0.008398     -0.001815
20020215      -0.008864     -0.011017
20020219      -0.006161     -0.018874
20020220       0.045391      0.013514
20020221      -0.010520     -0.015510
20020222       0.026677      0.008224
20020225       0.044624      0.017975
20020226      -0.009733     -0.000045
20020227      -0.021296      0.000460
20020228      -0.014692     -0.002847
20020301       0.037561      0.022634
20020304       0.067855      0.019491
20020305      -0.001533     -0.006673
20020306       0.022351      0.014510
20020307       0.024867     -0.004498
20020308      -0.011399      0.005849
20020311       0.007083      0.003393
20020312      -0.002290     -0.002294
20020313      -0.018033     -0.009858
20020314       0.000000     -0.000910
20020315       0.014190      0.011379
20020318       0.005926     -0.000523
20020319      -0.004582      0.004067
20020320      -0.008220     -0.015757
20020321      -0.015084      0.001511
20020322       0.008246     -0.004239
20020325      -0.018528     -0.014651
20020326       0.005952      0.005849
20020327       0.019949      0.005349
20020328       0.001989      0.002455
20020401      -0.012407     -0.000741
20020402       0.004690     -0.008530
20020403      -0.010504     -0.009993
20020404       0.013311      0.000835
20020405      -0.002162     -0.003205
20020408       0.008165      0.002280
20020409      -0.000826     -0.006656
20020410       0.033581      0.011335
20020411      -0.009603     -0.023689
20020412      -0.004202      0.006632
20020415      -0.008439     -0.007615
20020416       0.048282      0.023418
20020417       0.014051     -0.002038
20020418      -0.013395     -0.001421
20020419       0.019819      0.000623
20020422      -0.006427     -0.015411
20020423       0.016479     -0.006201
20020424       0.004546     -0.007103
20020425      -0.021870     -0.001519
20020426      -0.005089     -0.013889
20020429      -0.020614     -0.010099
20020430       0.015192      0.010765
20020501       0.021200      0.008859
20020502       0.011143     -0.001749
20020503      -0.008454     -0.010262
20020506      -0.010353     -0.019340
20020507       0.002308     -0.003021
20020508       0.014735      0.037504
20020509      -0.004538     -0.014547
20020510       0.005926     -0.016794
20020513       0.016163      0.018550
20020514       0.011149      0.021144
20020515      -0.003234     -0.005659
20020516      -0.013373      0.006562
20020517      -0.006175      0.007612
20020520      -0.001818     -0.013293
20020521      -0.014119     -0.010990
20020522       0.000924      0.005686
20020523       0.000000      0.010184
20020524      -0.000154     -0.012087
20020528      -0.015233     -0.008553
20020529      -0.015625     -0.006412
20020530      -0.005714     -0.002810
20020531      -0.007822      0.002329
20020603      -0.014481     -0.024795
20020604      -0.029388      0.000010
20020605      -0.006056      0.008850
20020606      -0.015062     -0.019764
20020607       0.002577     -0.001574
20020610       0.010111      0.003124
20020611      -0.016118     -0.016629
20020612      -0.009657      0.006571
20020613      -0.023159     -0.010488
20020614      -0.011586     -0.002268
20020617       0.023084      0.028691
20020618       0.003878      0.000936
20020619      -0.010711     -0.016536
20020620      -0.045971     -0.013432
20020621       0.023814     -0.017043
20020624      -0.005088      0.003619
20020625      -0.026301     -0.016702
20020626      -0.004314     -0.002674
20020627      -0.029766      0.017575
20020628       0.037864     -0.000838
20020701      -0.049205     -0.021378
20020702      -0.006297     -0.021225
20020703      -0.006931      0.006223
20020705       0.030708      0.036730
20020708      -0.003095     -0.012184
20020709      -0.007568     -0.024719
20020710      -0.069026     -0.033962
20020711       0.002310      0.007496
20020712      -0.023470     -0.006448
20020715       0.028326     -0.003755
20020716      -0.043406     -0.018389
20020717      -0.016143      0.005538
20020718      -0.006652     -0.027019
20020719      -0.049777     -0.038341
20020722      -0.036880     -0.032922
20020723       0.007805     -0.027017
20020724       0.083011      0.057315
20020725      -0.018548     -0.005620
20020726      -0.019809      0.016884
20020729       0.070616      0.054078
20020730      -0.002170      0.004249
20020731       0.012177      0.009792
20020801      -0.015252     -0.029574
20020802      -0.055846     -0.023082
20020805      -0.035120     -0.034296
20020806       0.025862      0.029919
20020807       0.023810      0.020010
20020808       0.007752      0.032722
20020809       0.006787      0.003512
20020812      -0.004494     -0.005327
20020813      -0.016704     -0.021675
20020814       0.037420      0.040047
20020815       0.022824      0.011559
20020816      -0.004594     -0.001591
20020819       0.027692      0.023633
20020820       0.004063     -0.013979
20020821       0.022577      0.012726
20020822       0.027286      0.014052
20020823      -0.028386     -0.022686
20020826       0.030885      0.007536
20020827      -0.026518     -0.013851
20020828      -0.012685     -0.018132
20020829       0.020430     -0.000076
20020830      -0.012178     -0.001885
20020903      -0.048266     -0.041536
20020904       0.004391      0.017517
20020905      -0.031038     -0.015950
20020906       0.033160      0.016800
20020909       0.001965      0.010113
20020910       0.016561      0.007331
20020911       0.009646     -0.000143
20020912      -0.035881     -0.024784
20020913      -0.029289      0.003270
20020916       0.012024      0.001450
